elapsed_s,x_m,y_m
5.41,0.0000,0.0000
21.49,0.1917,0.0586
22.69,0.3949,0.0670
28.49,0.6415,0.0897
30.49,0.8714,-0.0174
39.19,1.0217,-0.1553
