elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
11.59,-1.2661,-0.2669,-1.5590,-0.3320
14.90,-1.1187,-1.3721,-1.1090,-1.6720
15.49,0.0802,-0.9586,0.2910,-1.1720
16.09,0.6415,0.3607,0.9410,0.3780
16.62,0.9682,-0.6972,1.2410,-0.8220
21.52,1.4424,0.3993,1.7410,0.4280
24.21,0.3291,0.8317,0.5910,0.9780
24.81,1.5448,-0.4248,1.8410,-0.4720
27.37,-1.3515,-0.5275,-1.4090,-0.8220
29.65,-0.2020,-1.1083,-0.0590,-1.3720
30.68,-1.1032,-1.3720,-1.1090,-1.6720
31.17,1.1468,1.0195,1.4410,1.0780
34.11,0.9979,-0.9962,1.2410,-1.1720
37.05,0.2025,0.9457,0.4910,1.0280
39.51,1.4545,0.0170,1.7410,-0.0720
41.77,-1.5932,0.3671,-1.8590,0.2280
42.97,-1.3139,-0.5374,-1.4090,-0.8220
45.06,-0.1637,-1.0908,-0.0590,-1.3720
45.58,-1.0814,-1.3732,-1.1090,-1.6720
47.84,1.0463,1.0717,1.3410,1.1280
50.06,1.0167,-0.9728,1.2410,-1.1720
54.57,1.4565,0.0233,1.7410,-0.0720
54.89,-1.5932,0.3671,-1.8590,0.2280
57.22,-1.3128,-0.5378,-1.4090,-0.8220
58.32,-0.1684,-1.0926,-0.0590,-1.3720
