elapsed_s,x_m,y_m
12.18,0.0000,0.0000
28.17,0.1163,-0.1689
64.56,-0.0185,-0.0058
68.73,-0.1166,0.1937
71.25,-0.2836,0.0708
77.79,-0.2085,0.2720
85.25,-0.1113,0.4483
158.96,0.0434,0.6004
213.65,0.2432,0.5841
262.86,0.0567,0.6756
266.95,0.2833,0.6317
267.55,0.4446,0.4547
269.76,0.5827,0.2997
283.87,0.5289,0.0743
285.35,0.4874,0.3098
302.66,0.3019,0.4368
304.09,0.0301,0.5672
304.27,-0.2415,0.8244
304.52,-0.3737,1.0096
306.85,-0.1721,1.0748
323.36,-0.2529,0.8823
324.27,-0.0632,0.7146
326.05,0.0995,0.5906
326.47,0.1642,0.8402
327.95,-0.0063,0.9515
330.15,0.1996,0.8476
332.25,0.1281,0.6490
334.06,0.2189,0.8413
335.75,0.0544,0.7094
