elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
23.09,-0.9290,-0.2468,-0.5907,-0.1569
59.45,-1.5777,0.3334,-1.2407,0.2388
65.56,1.0191,-1.0756,0.8093,-0.8612
179.73,-1.0336,-0.1175,-0.7407,0.0741
299.79,-1.0847,0.0097,-0.7407,0.0741
306.30,-1.4488,1.1708,-1.0999,1.1430
309.35,2.3419,0.9042,1.9940,0.9430
312.35,2.3651,0.1038,2.0440,0.2430
315.44,1.6672,-1.0266,1.4440,-0.7570
318.32,0.7534,-1.5395,0.6440,-1.2070
324.98,-0.0250,-1.7564,-0.0060,-1.4570
333.32,-2.2041,0.4405,-1.8560,0.4767
344.70,-1.3638,2.1591,-1.1021,1.9267
