elapsed_s,x_rel_m,y_rel_m
17.27,0.0000,0.0000
34.06,-0.0129,-0.0049
34.66,-0.0707,-0.0216
35.65,-0.1305,-0.0286
35.96,-0.1903,-0.0380
37.01,-0.1773,-0.0366
37.16,-0.0747,-0.0128
37.66,-0.0107,-0.0001
37.96,0.1230,0.0265
39.06,0.1186,0.0262
39.66,0.0597,0.0188
40.36,0.0013,0.0059
40.96,-0.0564,-0.0110
41.66,-0.1126,-0.0320
42.66,0.2761,0.0698
43.09,0.4201,0.1072
