metric,value
rows,16
duration_s,25.820000
total_distance_m,1.308961
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.420100
end_y_m,0.107200
max_segment_speed_mps,0.702162
mean_segment_speed_mps,0.185253
speed_spike_threshold_mps,0.800000
speed_spike_count,0
end_stable_x_m,-0.112600
end_stable_y_m,-0.032000
end_jump_flag,1
end_jump_distance_m,0.401810
end_jump_dt_s,1.000000
