elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
13.13,0.4577,-0.2012,0.7324,-0.3219
13.64,-0.3193,-0.5612,-0.4676,-0.8219
14.16,-0.6701,0.4586,-0.9176,0.6281
14.73,-1.5677,0.0236,-1.8676,0.0281
22.19,0.9957,-0.0198,1.2956,-0.0119
23.51,-0.2805,0.7201,-0.4544,0.9645
24.32,-1.4810,0.8411,-1.7544,0.9645
26.02,-0.8681,-0.7459,-1.1544,-0.8355
35.74,1.3334,-0.1181,1.5762,0.0582
36.24,0.9176,-1.0920,0.9262,-1.3918
36.86,2.1334,-0.1574,2.4262,-0.0918
37.45,1.9209,-1.5231,2.1262,-1.7418
38.07,3.1264,-0.3527,3.4262,-0.3418
38.60,2.6883,-1.8090,2.9262,-1.9918
39.12,-1.4588,0.8175,-1.7238,0.9582
43.13,-1.7288,0.0494,-2.0238,0.1039
