elapsed_s,frontier_x_m,frontier_y_m
1.63,0.5333,-0.8874
1.63,-1.5667,0.4126
1.63,-0.7167,0.7126
1.63,0.4333,0.7626
4.17,0.5333,-0.8874
4.17,-1.5667,0.4126
4.17,-0.7167,0.7126
4.17,0.4333,0.7626
5.95,0.5333,-0.8874
5.95,-1.5667,0.4126
5.95,-0.7167,0.7126
5.95,0.4333,0.7626
7.61,0.5333,-0.8874
7.61,-1.5667,0.4126
7.61,-0.7167,0.7126
7.61,0.4333,0.7626
9.10,0.5333,-0.8874
9.10,-1.5667,0.4126
9.10,-0.7167,0.7126
9.10,0.4333,0.7626
10.19,0.5333,-0.8874
10.19,-1.5667,0.4126
10.19,-0.7167,0.7126
10.19,0.4333,0.7626
12.23,0.5333,-0.8874
12.23,-1.5667,0.4126
12.23,-0.7167,0.7126
12.23,0.4333,0.7626
14.10,0.5333,-0.8874
14.10,-1.5667,0.4126
14.10,-0.7167,0.7126
14.10,0.4333,0.7626
17.13,0.5333,-0.8874
17.13,-1.5667,0.4126
17.13,-0.7167,0.7126
17.13,0.4333,0.7626
18.97,-0.7184,0.7124
18.97,0.4316,0.7624
21.11,-0.7184,0.7124
21.11,0.4316,0.7624
22.19,-0.7184,0.7124
22.19,0.4316,0.7624
24.14,-0.7184,0.7124
24.14,0.4316,0.7624
26.52,-0.7184,0.7124
26.52,0.4316,0.7624
28.20,-0.7184,0.7124
28.20,0.4316,0.7624
29.95,-0.7184,0.7124
29.95,0.4316,0.7624
31.21,-0.2184,0.7592
34.03,-0.2184,0.7592
35.13,-0.2184,0.7592
36.20,-0.2184,0.7592
37.89,-0.2184,0.7592
38.91,-0.2184,0.7592
39.93,-0.2184,0.7592
47.91,0.4308,0.7883
