elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
9.45,0.0000,0.0000,-0.0056,-0.0004,0.0000,0.0000,-0.0056,-0.0004
11.75,-0.0008,-0.0000,-0.0120,-0.0010,-0.0008,-0.0000,-0.0120,-0.0010
12.76,-0.0161,-0.0012,-0.0188,-0.0017,-0.0161,-0.0012,-0.0188,-0.0017
13.86,-0.0310,-0.0028,-0.0309,-0.0029,-0.0310,-0.0028,-0.0309,-0.0029
14.90,-0.0459,-0.0044,-0.0459,-0.0044,-0.0459,-0.0044,-0.0459,-0.0044
15.95,-0.0608,-0.0060,-0.0618,-0.0062,-0.0608,-0.0060,-0.0618,-0.0062
16.96,-0.0757,-0.0077,-0.0777,-0.0079,-0.0757,-0.0077,-0.0777,-0.0079
18.07,-0.0956,-0.0099,-0.0726,-0.0074,-0.0956,-0.0099,-0.0726,-0.0074
19.14,-0.1105,-0.0116,-0.0675,-0.0069,-0.1105,-0.0116,-0.0675,-0.0069
19.74,-0.0205,-0.0019,-0.0625,-0.0062,-0.0205,-0.0019,-0.0625,-0.0062
20.79,-0.0354,-0.0031,-0.0564,-0.0054,-0.0354,-0.0031,-0.0564,-0.0054
21.87,-0.0504,-0.0044,-0.0504,-0.0044,-0.0504,-0.0044,-0.0504,-0.0044
22.98,-0.0653,-0.0057,-0.0663,-0.0058,-0.0653,-0.0057,-0.0663,-0.0058
24.07,-0.0803,-0.0071,-0.0823,-0.0073,-0.0803,-0.0071,-0.0823,-0.0073
25.14,-0.1002,-0.0089,-0.0982,-0.0087,-0.1002,-0.0089,-0.0982,-0.0087
26.28,-0.1151,-0.0102,-0.1141,-0.0102,-0.1151,-0.0102,-0.1141,-0.0102
27.34,-0.1301,-0.0116,-0.1310,-0.0117,-0.1301,-0.0116,-0.1310,-0.0117
28.34,-0.1450,-0.0130,-0.1470,-0.0132,-0.1450,-0.0130,-0.1470,-0.0132
29.44,-0.1649,-0.0149,-0.1629,-0.0148,-0.1649,-0.0149,-0.1629,-0.0148
30.45,-0.1798,-0.0164,-0.1409,-0.0120,-0.1798,-0.0164,-0.1409,-0.0120
31.46,-0.1948,-0.0179,-0.1188,-0.0093,-0.1948,-0.0179,-0.1188,-0.0093
31.75,-0.0198,0.0021,-0.0958,-0.0064,-0.0198,0.0021,-0.0958,-0.0064
32.84,-0.0347,0.0008,-0.0727,-0.0034,-0.0347,0.0008,-0.0727,-0.0034
33.88,-0.0497,-0.0004,-0.0495,-0.0005,-0.0497,-0.0004,-0.0495,-0.0005
34.96,-0.0646,-0.0017,-0.0672,-0.0020,-0.0646,-0.0017,-0.0672,-0.0020
36.06,-0.0785,-0.0030,-0.0940,-0.0032,-0.0785,-0.0030,-0.0940,-0.0032
40.54,-0.1086,-0.0058,-0.1299,-0.0039,-0.1086,-0.0058,-0.1299,-0.0039
41.04,-0.1688,-0.0052,-0.1607,-0.0033,-0.1688,-0.0052,-0.1607,-0.0033
41.76,-0.2288,-0.0037,-0.1715,-0.0009,-0.2288,-0.0037,-0.1715,-0.0009
42.78,-0.2187,0.0010,-0.1319,0.0003,-0.2187,0.0010,-0.1319,0.0003
43.45,-0.1324,0.0094,-0.0832,0.0018,-0.1324,0.0094,-0.0832,0.0018
44.44,0.0894,-0.0000,-0.0347,0.0035,0.0894,-0.0000,-0.0347,0.0035
45.54,0.0743,0.0025,-0.0000,0.0043,0.0743,0.0025,-0.0000,0.0043
46.14,0.0140,0.0046,0.0596,0.0068,0.0140,0.0046,0.0596,0.0068
46.74,-0.0455,0.0048,0.0628,0.0118,-0.0455,0.0048,0.0628,0.0118
47.44,0.1655,0.0223,0.0813,0.0147,0.1655,0.0223,0.0813,0.0147
48.05,0.1057,0.0246,0.1371,0.0140,0.1057,0.0246,0.1371,0.0140
48.44,0.1667,0.0174,0.2388,0.0116,0.1667,0.0174,0.2388,0.0116
48.76,0.2928,0.0012,0.2571,0.0089,0.2928,0.0012,0.2571,0.0089
49.75,0.4632,-0.0075,0.3076,0.0037,0.4632,-0.0075,0.3076,0.0037
