elapsed_s,area_m2,percent_known,known_cells,total_cells
2.66,4.858,75.16,1943,2585
4.08,4.858,75.16,1943,2585
5.11,4.858,75.16,1943,2585
5.85,4.858,75.16,1943,2585
6.78,4.858,75.16,1943,2585
7.73,4.858,75.16,1943,2585
8.76,4.858,75.16,1943,2585
10.09,4.858,75.16,1943,2585
11.18,4.858,75.16,1943,2585
11.71,4.858,75.16,1943,2585
12.74,4.858,75.16,1943,2585
13.78,4.858,75.16,1943,2585
14.81,4.858,75.16,1943,2585
15.74,4.858,75.16,1943,2585
16.66,4.858,75.16,1943,2585
17.51,4.858,75.16,1943,2585
18.68,4.858,75.16,1943,2585
19.72,4.858,75.16,1943,2585
20.36,4.858,75.16,1943,2585
21.26,4.858,75.16,1943,2585
22.23,4.858,75.16,1943,2585
23.27,4.858,75.16,1943,2585
24.32,4.858,75.16,1943,2585
25.24,4.858,75.16,1943,2585
26.26,4.858,75.16,1943,2585
27.35,4.858,75.16,1943,2585
28.41,4.858,75.16,1943,2585
29.27,4.858,75.16,1943,2585
30.35,4.858,75.16,1943,2585
31.24,4.858,75.16,1943,2585
32.20,4.858,75.16,1943,2585
33.28,4.858,75.16,1943,2585
34.22,4.858,75.16,1943,2585
35.26,5.908,88.20,2363,2679
36.19,5.908,88.20,2363,2679
37.32,5.938,88.65,2375,2679
38.28,5.950,88.84,2380,2679
