elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
22.67,0.0000,0.0000,-0.0197,0.0016,0.0000,0.0000,-0.0197,0.0016
30.26,-0.0196,0.0030,-0.0283,0.0007,-0.0196,0.0030,-0.0283,0.0007
31.33,-0.0395,0.0019,-0.0371,-0.0015,-0.0395,0.0019,-0.0371,-0.0015
32.39,-0.0541,-0.0019,-0.0540,-0.0052,-0.0541,-0.0019,-0.0540,-0.0052
33.41,-0.0722,-0.0102,-0.0691,-0.0116,-0.0722,-0.0102,-0.0691,-0.0116
34.43,-0.0845,-0.0189,-0.0880,-0.0273,-0.0845,-0.0189,-0.0880,-0.0273
35.53,-0.0954,-0.0291,-0.1079,-0.0478,-0.0954,-0.0291,-0.1079,-0.0478
35.92,-0.1336,-0.0762,-0.0014,-0.0069,-0.1336,-0.0762,-0.0014,-0.0069
37.04,-0.1537,-0.1046,0.1025,0.0174,-0.1537,-0.1046,0.1025,0.0174
37.47,0.4601,0.1944,0.2301,0.0749,0.4601,0.1944,0.2301,0.0749
37.91,0.4351,0.1027,0.3210,0.1127,0.4351,0.1027,0.3210,0.1127
38.32,0.5425,0.2584,0.4792,0.1852,0.5425,0.2584,0.4792,0.1852
