elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
10.47,0.0711,-0.8390,0.0964,-1.1380
11.03,-1.1937,-0.6881,-1.4536,-0.8380
15.94,-1.3096,0.1317,-1.6081,0.1620
16.53,-1.8550,-1.1768,-2.1081,-1.3380
17.14,-2.3090,0.1876,-2.6081,0.2120
22.50,-0.4314,-0.8904,-0.5689,-1.1570
26.83,-1.8209,0.1778,-2.1189,0.2128
30.93,0.0044,-1.0385,-0.0240,-1.3372
39.72,-0.4480,-0.9649,-0.5740,-1.2372
45.00,-1.9245,0.1954,-1.9245,0.1954
50.11,-1.9199,-1.2017,-2.1740,-1.3613
55.20,0.1479,-0.9627,0.1760,-1.2613
64.31,-1.5772,0.1948,-1.8740,0.2387
67.38,-1.9190,-1.2033,-2.1740,-1.3613
73.11,0.1741,-1.2159,0.2260,-1.5113
77.01,-2.1770,0.2678,-2.4740,0.3103
78.83,-1.3055,0.6264,-1.5740,0.7603
90.08,0.1689,-0.7951,0.2260,-1.0897
91.17,-0.6110,0.4160,-0.8740,0.5603
96.22,-2.1785,0.2583,-2.4740,0.3103
103.52,0.3956,-0.5507,0.6260,-0.7428
106.32,-1.4958,0.4447,-1.7740,0.5572
110.25,-0.7473,-1.6710,-0.8743,-1.9428
118.61,0.4267,-0.5183,0.6257,-0.7428
123.92,-1.4919,0.4557,-1.7743,0.5572
