elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
15.63,0.0000,0.0000,-0.0055,-0.0002,0.0000,0.0000,-0.0055,-0.0002
20.03,-0.0009,-0.0000,-0.0118,-0.0004,-0.0009,-0.0000,-0.0118,-0.0004
21.13,-0.0155,-0.0005,-0.0185,-0.0007,-0.0155,-0.0005,-0.0185,-0.0007
22.14,-0.0306,-0.0012,-0.0306,-0.0013,-0.0306,-0.0012,-0.0306,-0.0013
23.23,-0.0456,-0.0020,-0.0455,-0.0020,-0.0456,-0.0020,-0.0455,-0.0020
24.23,-0.0605,-0.0027,-0.0605,-0.0027,-0.0605,-0.0027,-0.0605,-0.0027
25.24,-0.0755,-0.0035,-0.0765,-0.0035,-0.0755,-0.0035,-0.0765,-0.0035
26.24,-0.0905,-0.0042,-0.0925,-0.0044,-0.0905,-0.0042,-0.0925,-0.0044
27.34,-0.1104,-0.0053,-0.1084,-0.0052,-0.1104,-0.0053,-0.1084,-0.0052
28.43,-0.1254,-0.0061,-0.1244,-0.0061,-0.1254,-0.0061,-0.1244,-0.0061
29.43,-0.1404,-0.0070,-0.1404,-0.0070,-0.1404,-0.0070,-0.1404,-0.0070
30.43,-0.1553,-0.0078,-0.1544,-0.0078,-0.1553,-0.0078,-0.1544,-0.0078
31.55,-0.1703,-0.0087,-0.1655,-0.0084,-0.1703,-0.0087,-0.1655,-0.0084
32.71,-0.1803,-0.0093,-0.1615,-0.0082,-0.1803,-0.0093,-0.1615,-0.0082
33.73,-0.1809,-0.0093,-0.1426,-0.0069,-0.1809,-0.0093,-0.1426,-0.0069
34.03,-0.1208,-0.0056,-0.1186,-0.0052,-0.1208,-0.0056,-0.1186,-0.0052
34.33,-0.0607,-0.0016,-0.0956,-0.0035,-0.0607,-0.0016,-0.0956,-0.0035
35.33,-0.0504,-0.0004,-0.0755,-0.0019,-0.0504,-0.0004,-0.0755,-0.0019
36.43,-0.0653,-0.0007,-0.0704,-0.0011,-0.0653,-0.0007,-0.0704,-0.0011
37.54,-0.0803,-0.0011,-0.0803,-0.0011,-0.0803,-0.0011,-0.0803,-0.0011
38.62,-0.0953,-0.0015,-0.0953,-0.0015,-0.0953,-0.0015,-0.0953,-0.0015
39.65,-0.1103,-0.0019,-0.1113,-0.0019,-0.1103,-0.0019,-0.1113,-0.0019
40.74,-0.1253,-0.0023,-0.1273,-0.0024,-0.1253,-0.0023,-0.1273,-0.0024
41.74,-0.1453,-0.0029,-0.1423,-0.0028,-0.1453,-0.0029,-0.1423,-0.0028
42.83,-0.1602,-0.0034,-0.1582,-0.0033,-0.1602,-0.0034,-0.1582,-0.0033
43.95,-0.1702,-0.0037,-0.1382,-0.0038,-0.1702,-0.0037,-0.1382,-0.0038
45.53,-0.1902,-0.0044,-0.1172,-0.0043,-0.1902,-0.0044,-0.1172,-0.0043
46.33,-0.0252,-0.0049,-0.0952,-0.0047,-0.0252,-0.0049,-0.0952,-0.0047
47.43,-0.0402,-0.0052,-0.0752,-0.0052,-0.0402,-0.0052,-0.0752,-0.0052
48.45,-0.0502,-0.0054,-0.0542,-0.0056,-0.0502,-0.0054,-0.0542,-0.0056
49.54,-0.0702,-0.0059,-0.0702,-0.0060,-0.0702,-0.0059,-0.0702,-0.0060
50.66,-0.0852,-0.0063,-0.0852,-0.0064,-0.0852,-0.0063,-0.0852,-0.0064
51.73,-0.1052,-0.0069,-0.1022,-0.0068,-0.1052,-0.0069,-0.1022,-0.0068
52.73,-0.1152,-0.0072,-0.1182,-0.0073,-0.1152,-0.0072,-0.1182,-0.0073
53.83,-0.1352,-0.0078,-0.1352,-0.0078,-0.1352,-0.0078,-0.1352,-0.0078
54.93,-0.1502,-0.0083,-0.1427,-0.0081,-0.1502,-0.0083,-0.1427,-0.0081
56.04,-0.1702,-0.0089,-0.1513,-0.0079,-0.1702,-0.0089,-0.1513,-0.0079
57.13,-0.1430,-0.0084,-0.1585,-0.0063,-0.1430,-0.0084,-0.1585,-0.0063
58.14,-0.1578,-0.0060,-0.1649,-0.0026,-0.1578,-0.0060,-0.1649,-0.0026
59.23,-0.1713,0.0003,-0.0903,-0.0112,-0.1713,0.0003,-0.0903,-0.0112
60.36,-0.1824,0.0103,-0.0238,-0.0118,-0.1824,0.0103,-0.0238,-0.0118
61.33,0.2029,-0.0521,0.0447,-0.0028,0.2029,-0.0521,0.0447,-0.0028
62.39,0.1898,-0.0115,0.1503,-0.0308,0.1898,-0.0115,0.1503,-0.0308
62.76,0.1846,0.0394,0.2335,-0.0411,0.1846,0.0394,0.2335,-0.0411
63.33,0.3565,-0.1400,0.2437,-0.0374,0.3565,-0.1400,0.2437,-0.0374
