elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
17.85,0.0000,0.0000,0.0000,0.0000
21.24,-0.0037,-0.0001,-0.0037,-0.0001
22.25,-0.0187,-0.0011,-0.0187,-0.0011
23.28,-0.0286,-0.0023,-0.0286,-0.0023
24.35,-0.0482,-0.0062,-0.0482,-0.0062
25.36,-0.0626,-0.0105,-0.0626,-0.0105
26.41,-0.0719,-0.0142,-0.0719,-0.0142
27.45,-0.0898,-0.0231,-0.0898,-0.0231
28.54,-0.1062,-0.0344,-0.1062,-0.0344
28.85,-0.0216,-0.0084,-0.0216,-0.0084
29.25,0.2275,0.0700,0.2275,0.0700
29.55,0.4777,0.1487,0.4777,0.1487
30.61,0.5014,0.1562,0.5014,0.1562
33.59,0.5015,0.1562,0.5015,0.1562
44.24,0.4961,0.1538,0.4961,0.1538
45.30,0.4866,0.1506,0.4866,0.1506
46.35,0.4683,0.1425,0.4683,0.1425
47.45,0.4562,0.1337,0.4562,0.1337
48.58,0.4428,0.1190,0.4428,0.1190
49.65,0.4459,0.0924,0.4459,0.0924
50.24,1.0883,0.5884,1.0883,0.5884
51.28,1.0934,0.5808,1.0934,0.5808
51.86,1.0776,0.7471,1.0776,0.7471
52.95,1.0812,0.7352,1.0812,0.7352
53.65,1.0948,0.6775,1.0948,0.6775
54.73,1.0920,0.6916,1.0920,0.6916
55.75,1.1007,0.6626,1.1007,0.6626
56.64,1.1237,0.5926,1.1237,0.5926
57.24,1.1434,0.5243,1.1434,0.5243
58.25,1.1522,0.5831,1.1522,0.5831
59.25,1.1220,0.6971,1.1220,0.6971
60.07,1.1625,0.6562,1.1625,0.6562
61.15,1.1541,0.6639,1.1541,0.6639
61.25,1.1191,0.7729,1.1191,0.7729
61.95,1.1883,0.7494,1.1883,0.7494
62.72,1.2572,0.7231,1.2572,0.7231
63.74,1.2782,0.7274,1.2782,0.7274
64.84,1.2374,0.7525,1.2374,0.7525
65.86,1.3283,0.7287,1.3283,0.7287
66.56,1.2371,0.7577,1.2371,0.7577
66.85,1.3040,0.7486,1.3040,0.7486
67.95,1.2939,0.7938,1.2939,0.7938
68.55,1.3571,0.7929,1.3571,0.7929
68.97,1.2844,0.8173,1.2844,0.8173
70.07,1.3230,0.8376,1.3230,0.8376
70.27,1.2236,0.8256,1.2236,0.8256
71.25,1.2800,0.8378,1.2800,0.8378
72.25,1.2673,0.8464,1.2673,0.8464
73.27,1.2843,0.8546,1.2843,0.8546
73.86,1.2076,0.7882,1.2076,0.7882
74.05,1.0966,0.6970,1.0966,0.6970
75.05,1.1223,0.7140,1.1223,0.7140
76.25,1.0633,0.6825,1.0633,0.6825
76.55,0.9065,0.6010,0.9065,0.6010
76.95,0.7733,0.5418,0.7733,0.5418
77.55,0.8137,0.5845,0.8137,0.5845
78.25,0.8628,0.6391,0.8628,0.6391
78.96,0.9033,0.6950,0.9033,0.6950
79.73,0.9340,0.7476,0.9340,0.7476
80.79,0.5935,0.4190,0.5935,0.4190
81.35,0.6228,0.4850,0.6228,0.4850
81.97,0.6417,0.5470,0.6417,0.5470
82.63,0.5897,0.4863,0.5897,0.4863
83.19,0.4914,0.3533,0.4914,0.3533
83.55,0.4669,0.4061,0.4669,0.4061
84.00,0.3782,0.0811,0.3782,0.0811
84.57,0.3688,0.1523,0.3688,0.1523
85.58,0.3464,0.1819,0.3464,0.1819
85.88,0.3245,0.1121,0.3245,0.1121
85.95,0.3006,0.0405,0.3006,0.0405
86.24,0.2793,-0.0241,0.2793,-0.0241
86.55,0.2635,-0.0789,0.2635,-0.0789
86.99,0.2454,-0.1353,0.2454,-0.1353
87.95,0.2483,-0.2681,0.2483,-0.2681
90.65,0.2947,-0.4835,0.2947,-0.4835
90.74,0.2923,-0.5424,0.2923,-0.5424
90.95,0.3396,-0.6422,0.3396,-0.6422
92.86,0.4020,-0.8028,0.4020,-0.8028
93.08,0.4046,-0.9038,0.4046,-0.9038
93.98,0.3795,-0.9599,0.3795,-0.9599
96.80,1.0556,-1.0252,1.0556,-1.0252
97.25,1.1363,-1.0241,1.1363,-1.0241
97.55,1.2206,-1.0177,1.2206,-1.0177
98.65,1.2215,-1.0180,1.2215,-1.0180
99.68,1.1871,-0.9411,1.1871,-0.9411
100.48,1.1717,-0.8718,1.1717,-0.8718
103.75,1.4519,-0.7988,1.4519,-0.7988
107.94,1.2462,-1.1459,1.2462,-1.1459
108.05,1.1735,-1.2072,1.1735,-1.2072
108.56,1.0700,-1.2585,1.0700,-1.2585
109.62,1.0608,-1.2318,1.0608,-1.2318
110.25,1.0073,-1.2194,1.0073,-1.2194
111.48,0.9745,-1.1722,0.9745,-1.1722
112.40,0.9345,-1.2400,0.9345,-1.2400
113.96,0.9449,-1.2930,0.9449,-1.2930
114.65,0.9806,-1.3514,0.9806,-1.3514
114.88,1.0567,-1.3966,1.0567,-1.3966
114.95,1.1380,-1.4436,1.1380,-1.4436
115.17,1.2239,-1.4921,1.2239,-1.4921
115.25,1.1086,-1.4143,1.1086,-1.4143
116.25,1.0562,-1.3976,1.0562,-1.3976
117.25,1.4615,-1.4517,1.4615,-1.4517
118.25,1.4628,-1.4529,1.4628,-1.4529
119.32,1.4631,-1.4531,1.4631,-1.4531
120.40,1.4779,-1.4557,1.4779,-1.4557
121.36,1.4022,-1.4482,1.4022,-1.4482
122.43,1.3641,-1.4425,1.3641,-1.4425
123.05,1.6188,-1.5009,1.6188,-1.5009
124.05,1.6205,-1.5013,1.6205,-1.5013
