elapsed_s,x_m,y_m
6.96,0.0000,0.0000
26.91,0.1337,0.1636
30.91,0.0703,-0.0639
39.21,0.0468,-0.2884
41.02,-0.1574,-0.4129
43.25,0.0325,-0.3242
44.02,-0.1685,-0.4421
76.31,-0.3679,-0.4981
78.91,-0.5295,-0.3645
83.21,-0.3679,-0.5163
90.87,-0.1968,-0.6200
93.91,-0.1035,-0.8262
94.11,-0.2600,-0.6283
96.81,-0.3967,-0.4599
98.21,-0.1829,-0.7203
98.91,-0.0560,-0.8847
99.41,-0.2394,-0.6626
100.31,-0.4060,-0.4310
106.21,-0.3435,-0.6389
108.31,-0.3948,-0.4401
112.51,-0.4264,-0.6852
113.91,-0.3995,-0.4856
124.61,-0.5825,-0.5946
127.81,-0.2977,-0.4205
133.81,-0.5059,-0.4847
135.71,-0.3180,-0.3842
140.03,-0.5173,-0.3505
141.31,-0.2879,-0.3107
142.21,-0.0506,-0.3366
148.91,0.1571,-0.3666
152.92,-0.0333,-0.2517
154.81,0.1225,-0.3835
167.31,0.0185,-0.1975
168.62,-0.0647,0.0024
170.01,0.0014,-0.1884
177.01,-0.0581,0.0186
178.31,0.0067,-0.1904
179.01,0.0804,-0.4116
182.61,0.1230,-0.6083
190.01,0.1023,-0.3918
192.31,0.1049,-0.5976
209.71,0.1050,-0.3959
253.11,0.1142,-0.1952
255.52,0.1363,-0.4314
258.01,0.2558,-0.2683
261.91,0.1554,-0.4503
267.11,0.3540,-0.3830
270.01,0.1208,-0.4749
272.31,0.3353,-0.4424
