elapsed_s,x_m,y_m
6.25,0.0000,0.0000
54.50,-0.1094,-0.1699
55.89,-0.3041,-0.2302
57.05,-0.3142,-0.0280
58.39,-0.0930,0.1847
59.89,0.0949,0.2779
61.40,-0.0832,0.1332
62.99,0.2445,0.2027
67.15,0.0502,0.2505
70.78,0.0635,0.0497
71.49,-0.1397,0.0406
73.90,-0.1062,0.2469
74.20,0.0975,0.2394
76.79,-0.1238,0.1926
77.31,0.1137,0.2408
78.02,0.3079,0.1761
79.41,0.1694,0.3403
80.28,-0.1387,0.4244
80.78,-0.4347,0.3106
81.38,-0.2272,0.3171
82.19,-0.0045,0.3383
85.78,0.1818,0.2636
87.30,-0.0540,0.4184
91.38,0.1482,0.5377
91.68,0.3582,0.4433
93.94,0.3979,0.0347
97.26,0.2525,-0.2406
99.61,0.1782,-0.4997
100.59,0.3212,-0.1373
101.19,0.4365,0.1418
101.48,0.3554,-0.0507
102.49,0.2693,-0.2551
