elapsed_s,x_m,y_m
5.11,0.0000,0.0000
21.64,0.2096,0.0006
22.38,0.4162,-0.0293
23.28,0.2146,-0.0897
24.89,0.0139,-0.1588
25.88,-0.1708,-0.0370
27.78,-0.3489,-0.1638
30.08,-0.5325,-0.0333
63.57,-0.4662,0.1610
75.18,-0.4272,0.4047
82.78,-0.4662,0.2061
84.19,-0.5339,-0.0175
85.18,-0.5086,0.1814
85.78,-0.4468,0.4026
88.93,-0.6100,0.5298
92.88,-0.5154,0.7167
93.07,-0.3141,0.6335
93.48,-0.0913,0.5413
97.88,-0.1165,0.7478
98.17,-0.1875,0.9552
100.18,-0.2427,0.7511
100.38,-0.0630,0.5676
105.88,0.1442,0.5276
107.38,0.1016,0.3004
107.48,-0.0400,0.1278
109.78,0.0858,-0.0289
111.08,-0.0949,-0.1210
112.39,-0.3960,-0.0693
113.08,-0.6548,-0.0508
113.48,-0.4705,-0.1496
114.38,-0.2824,-0.2398
115.28,-0.4701,-0.1308
116.48,-0.6240,0.0118
