metric,value
rows,11
duration_s,11.300000
total_distance_m,0.832878
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.483400
end_y_m,0.168000
max_segment_speed_mps,1.088535
mean_segment_speed_mps,0.127626
speed_spike_threshold_mps,0.800000
speed_spike_count,1
end_stable_x_m,-0.084800
end_stable_y_m,-0.068900
end_jump_flag,1
end_jump_distance_m,0.653121
end_jump_dt_s,0.600000
