elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
15.53,0.0000,0.0000,0.0000,0.0000
25.92,-0.0030,-0.0001,-0.0030,-0.0001
26.95,-0.0177,-0.0020,-0.0177,-0.0020
28.05,-0.0275,-0.0044,-0.0275,-0.0044
29.26,-0.0369,-0.0079,-0.0369,-0.0079
30.34,-0.0640,-0.0309,-0.0640,-0.0309
31.36,-0.0608,-0.0532,-0.0608,-0.0532
32.54,-0.0474,-0.0878,-0.0474,-0.0878
33.42,0.3525,0.2578,0.3525,0.2578
34.42,0.3665,0.2391,0.3665,0.2391
35.52,0.3768,0.2283,0.3768,0.2283
36.58,0.3644,0.2358,0.3644,0.2358
36.95,0.0826,0.7369,0.0826,0.7369
38.09,0.0774,0.7414,0.0774,0.7414
39.23,0.1069,0.7180,0.1069,0.7180
39.52,0.1661,0.6686,0.1661,0.6686
40.54,0.1636,0.6710,0.1636,0.6710
41.63,0.1473,0.6833,0.1473,0.6833
42.64,0.1656,0.6684,0.1656,0.6684
43.24,0.2431,0.6634,0.2431,0.6634
44.32,0.2759,0.6709,0.2759,0.6709
44.52,0.3390,0.6915,0.3390,0.6915
44.82,0.4287,0.9125,0.4287,0.9125
45.22,0.4897,1.1554,0.4897,1.1554
46.22,0.2204,1.0590,0.2204,1.0590
47.29,0.2099,1.0558,0.2099,1.0558
48.22,0.2508,1.0863,0.2508,1.0863
49.22,0.2674,1.0968,0.2674,1.0968
50.23,0.2725,1.0994,0.2725,1.0994
51.32,0.2872,1.1041,0.2872,1.1041
52.32,0.3014,1.1097,0.3014,1.1097
53.34,0.3097,1.1145,0.3097,1.1145
54.59,0.3213,1.1239,0.3213,1.1239
55.75,0.3344,1.1374,0.3344,1.1374
56.77,0.3426,1.1500,0.3426,1.1500
57.86,0.3405,1.1474,0.3405,1.1474
