elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
15.53,0.0000,0.0000,-0.0069,-0.0007,0.0000,0.0000,-0.0069,-0.0007
25.92,-0.0030,-0.0001,-0.0121,-0.0016,-0.0030,-0.0001,-0.0121,-0.0016
26.95,-0.0177,-0.0020,-0.0170,-0.0029,-0.0177,-0.0020,-0.0170,-0.0029
28.05,-0.0275,-0.0044,-0.0298,-0.0091,-0.0275,-0.0044,-0.0298,-0.0091
29.26,-0.0369,-0.0079,-0.0414,-0.0197,-0.0369,-0.0079,-0.0414,-0.0197
30.34,-0.0640,-0.0309,-0.0473,-0.0368,-0.0640,-0.0309,-0.0473,-0.0368
31.36,-0.0608,-0.0532,0.0287,0.0156,-0.0608,-0.0532,0.0287,0.0156
32.54,-0.0474,-0.0878,0.1094,0.0650,-0.0474,-0.0878,0.1094,0.0650
33.42,0.3525,0.2578,0.1975,0.1169,0.3525,0.2578,0.1975,0.1169
34.42,0.3665,0.2391,0.2826,0.1746,0.3665,0.2391,0.2826,0.1746
35.52,0.3768,0.2283,0.3085,0.3396,0.3768,0.2283,0.3085,0.3396
36.58,0.3644,0.2358,0.2535,0.4363,0.3644,0.2358,0.2535,0.4363
36.95,0.0826,0.7369,0.2016,0.5321,0.0826,0.7369,0.2016,0.5321
38.09,0.0774,0.7414,0.1595,0.6201,0.0774,0.7414,0.1595,0.6201
39.23,0.1069,0.7180,0.1193,0.7072,0.1069,0.7180,0.1193,0.7072
39.52,0.1661,0.6686,0.1323,0.6965,0.1661,0.6686,0.1323,0.6965
40.54,0.1636,0.6710,0.1499,0.6819,0.1636,0.6710,0.1499,0.6819
41.63,0.1473,0.6833,0.1772,0.6710,0.1473,0.6833,0.1772,0.6710
42.64,0.1656,0.6684,0.1991,0.6714,0.1656,0.6684,0.1991,0.6714
43.24,0.2431,0.6634,0.2342,0.6755,0.2431,0.6634,0.2342,0.6755
44.32,0.2759,0.6709,0.2905,0.7214,0.2759,0.6709,0.2905,0.7214
44.52,0.3390,0.6915,0.3553,0.8188,0.3390,0.6915,0.3553,0.8188
44.82,0.4287,0.9125,0.3507,0.8979,0.4287,0.9125,0.3507,0.8979
45.22,0.4897,1.1554,0.3375,0.9749,0.4897,1.1554,0.3375,0.9749
46.22,0.2204,1.0590,0.3199,1.0538,0.2204,1.0590,0.3199,1.0538
47.29,0.2099,1.0558,0.2876,1.0907,0.2099,1.0558,0.2876,1.0907
48.22,0.2508,1.0863,0.2442,1.0795,0.2508,1.0863,0.2442,1.0795
49.22,0.2674,1.0968,0.2576,1.0885,0.2674,1.0968,0.2576,1.0885
50.23,0.2725,1.0994,0.2759,1.0993,0.2725,1.0994,0.2759,1.0993
51.32,0.2872,1.1041,0.2876,1.1049,0.2872,1.1041,0.2876,1.1049
52.32,0.3014,1.1097,0.2984,1.1103,0.3014,1.1097,0.2984,1.1103
53.34,0.3097,1.1145,0.3108,1.1179,0.3097,1.1145,0.3108,1.1179
54.59,0.3213,1.1239,0.3219,1.1271,0.3213,1.1239,0.3219,1.1271
55.75,0.3344,1.1374,0.3297,1.1346,0.3344,1.1374,0.3297,1.1346
56.77,0.3426,1.1500,0.3347,1.1397,0.3426,1.1500,0.3347,1.1397
57.86,0.3405,1.1474,0.3392,1.1450,0.3405,1.1474,0.3392,1.1450
