elapsed_s,x_m,y_m
14.38,0.0000,0.0000
62.81,0.2080,0.1127
65.11,-0.0488,-0.0377
70.01,-0.3482,-0.1086
141.73,-0.3837,0.1104
143.13,-0.3500,0.3084
143.51,-0.3882,-0.1250
143.63,-0.4093,-0.3311
144.72,-0.5001,-0.6517
147.21,-0.4265,-0.4468
148.41,-0.3535,-0.2439
149.61,-0.4264,-0.4748
150.31,-0.5194,-0.6676
153.73,-0.3254,-0.6060
154.51,-0.1912,-0.4576
155.71,-0.3921,-0.6189
156.81,-0.6435,-0.6453
168.13,-0.5165,-0.8050
169.01,-0.7088,-0.7448
170.41,-0.9226,-0.6278
170.93,-1.0766,-0.4594
176.61,-1.0036,-0.6595
178.21,-1.1984,-0.4974
178.71,-1.2391,-0.3012
182.13,-1.4044,-0.4272
182.51,-1.4044,-0.2083
184.21,-1.3637,0.0225
184.91,-1.1923,0.1982
185.71,-1.0344,0.3253
190.81,-1.2265,0.2369
192.71,-1.0747,0.3887
193.81,-0.8271,0.4433
198.03,-0.8776,0.6515
200.81,-0.6604,0.6574
201.42,-0.5103,0.5033
203.11,-0.3521,0.3594
204.41,-0.1829,0.1660
205.51,-0.1331,-0.0721
206.92,-0.1758,-0.2933
208.61,-0.3491,-0.4738
210.31,-0.5202,-0.6336
211.72,-0.7549,-0.6900
212.21,-0.9861,-0.5973
215.71,-1.1796,-0.4969
216.01,-1.3057,-0.3025
243.32,-1.3033,-0.5185
244.73,-1.3912,-0.2772
245.71,-1.3685,-0.0745
248.31,-1.5637,-0.1824
249.61,-1.5354,0.0375
250.51,-1.3978,0.1872
252.41,-1.1523,0.3025
257.71,-1.3390,0.2305
260.31,-1.1434,0.3616
264.42,-0.9570,0.4537
265.81,-0.8655,0.6321
266.91,-0.7336,0.4366
268.81,-0.5429,0.3634
269.21,-0.7199,0.1808
270.01,-0.9247,0.0675
270.71,-1.1341,0.0107
275.92,-0.9325,0.0003
278.21,-1.1345,-0.0801
278.91,-1.3651,0.0018
