elapsed_s,x_m,y_m
12.09,0.0000,0.0000
25.04,-0.1077,-0.1687
25.86,-0.2283,-0.3310
25.96,-0.1614,-0.1214
30.15,-0.0000,0.0380
34.37,0.9524,0.0924
35.54,0.7429,0.1305
35.85,0.5190,0.1789
37.45,0.3781,0.3367
38.69,0.1496,0.4717
42.57,0.8144,0.0260
43.34,0.6068,0.0976
44.55,0.4368,0.2475
51.05,0.3142,0.4207
53.34,0.4419,0.2518
56.25,0.5705,0.0979
57.98,0.4223,0.2482
59.65,0.5680,0.0881
70.05,0.3625,0.1469
72.45,0.5562,0.0879
73.70,0.7510,-0.0078
78.26,0.5578,0.0891
79.45,0.3541,0.1577
81.04,0.6106,0.0712
84.36,0.5136,0.2587
86.05,0.5780,0.0670
92.45,0.4338,0.2166
94.73,0.3344,0.3926
96.95,0.4492,0.1720
97.05,0.6032,0.0100
146.14,0.5125,0.1925
147.36,0.3348,0.3147
148.39,0.5010,0.1090
152.97,0.5551,0.3146
155.15,0.5553,0.0801
