elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
27.60,0.0000,0.0000,-0.0083,0.0000,0.0000,0.0000,-0.0083,0.0000
30.70,-0.0049,-0.0001,-0.0149,-0.0003,-0.0049,-0.0001,-0.0149,-0.0003
31.71,-0.0199,0.0002,-0.0218,-0.0014,-0.0199,0.0002,-0.0218,-0.0014
32.71,-0.0348,-0.0014,-0.0343,-0.0038,-0.0348,-0.0014,-0.0343,-0.0038
33.82,-0.0492,-0.0056,-0.0492,-0.0084,-0.0492,-0.0056,-0.0492,-0.0084
34.90,-0.0628,-0.0120,-0.0624,-0.0146,-0.0628,-0.0120,-0.0624,-0.0146
36.01,-0.0791,-0.0235,-0.0746,-0.0227,-0.0791,-0.0235,-0.0746,-0.0227
37.05,-0.0863,-0.0304,-0.0851,-0.0316,-0.0863,-0.0304,-0.0851,-0.0316
38.07,-0.0959,-0.0419,-0.0644,-0.0276,-0.0959,-0.0419,-0.0644,-0.0276
39.22,-0.1016,-0.0502,0.0474,0.0159,-0.1016,-0.0502,0.0474,0.0159
39.52,0.0408,0.0079,0.1578,0.0555,0.0408,0.0079,0.1578,0.0555
39.94,0.4799,0.1940,0.2692,0.0945,0.4799,0.1940,0.2692,0.0945
41.02,0.4658,0.1676,0.3810,0.1322,0.4658,0.1676,0.3810,0.1322
42.11,0.4612,0.1533,0.4644,0.1594,0.4612,0.1533,0.4644,0.1594
43.20,0.4574,0.1381,0.4549,0.1508,0.4574,0.1381,0.4549,0.1508
44.22,0.4578,0.1440,0.4480,0.1477,0.4578,0.1440,0.4480,0.1477
45.30,0.4322,0.1509,0.4517,0.1507,0.4322,0.1509,0.4517,0.1507
46.36,0.4313,0.1525,0.4949,0.2038,0.4313,0.1525,0.4949,0.2038
46.81,0.4798,0.1679,0.5726,0.3078,0.4798,0.1679,0.5726,0.3078
47.40,0.6733,0.4037,0.6749,0.4419,0.6733,0.4037,0.6749,0.4419
47.78,0.8462,0.6642,0.7791,0.5832,0.8462,0.6642,0.7791,0.5832
48.22,0.9437,0.8213,0.8593,0.7296,0.9437,0.8213,0.8593,0.7296
49.32,0.9523,0.8587,0.8998,0.8315,0.9523,0.8587,0.8998,0.8315
49.43,0.8811,0.8999,0.9052,0.8821,0.8811,0.8999,0.9052,0.8821
50.50,0.8755,0.9135,0.8840,0.8923,0.8755,0.9135,0.8840,0.8923
51.52,0.8737,0.9168,0.8140,0.8141,0.8737,0.9168,0.8140,0.8141
51.80,0.8372,0.8727,0.7578,0.7290,0.8372,0.8727,0.7578,0.7290
52.11,0.6027,0.4678,0.7284,0.6829,0.6027,0.4678,0.7284,0.6829
53.12,0.5999,0.4741,0.6799,0.6049,0.5999,0.4741,0.6799,0.6049
