metric,value
rows,40
duration_s,38.230000
total_distance_m,2.101498
start_x_m,0.000000
start_y_m,0.000000
end_x_m,-0.250200
end_y_m,0.127100
max_segment_speed_mps,0.862155
mean_segment_speed_mps,0.118639
speed_spike_threshold_mps,0.800000
speed_spike_count,1
end_stable_x_m,-0.250200
end_stable_y_m,0.127100
end_jump_flag,0
end_jump_distance_m,0.000000
end_jump_dt_s,0.000000
