elapsed_s,frontier_x_m,frontier_y_m
2.31,-1.5513,-0.1561
2.31,-1.1513,-0.2561
2.31,0.1487,0.8939
2.31,-0.2513,0.9439
8.13,-1.5513,-0.1561
8.13,0.1487,0.8939
8.13,-0.2513,0.9439
10.76,-1.5513,-0.1561
10.76,0.1487,0.8939
10.76,-0.2513,0.9439
12.81,-1.5513,-0.1561
12.81,0.1487,0.8939
12.81,-0.2513,0.9439
15.57,-1.5513,-0.1561
15.57,0.1487,0.8939
15.57,-0.2513,0.9439
17.69,-1.5513,-0.1561
17.69,0.1487,0.8939
17.69,-0.2513,0.9439
20.87,-1.5513,-0.1561
20.87,0.1487,0.8939
20.87,-0.2513,0.9439
22.90,-1.5513,-0.1561
22.90,0.1487,0.8939
22.90,-0.2513,0.9439
25.17,-1.5513,-0.1561
25.17,0.1487,0.8939
25.17,-0.2513,0.9439
28.01,-2.1152,-1.2561
28.01,-1.8652,-1.2061
29.02,-2.1152,-1.2598
29.02,-2.2152,-0.7598
31.16,-2.1152,-1.2598
31.16,-1.8652,-1.2098
32.58,-2.1152,-1.2598
32.58,-1.8652,-1.2098
34.62,-2.1152,-1.2598
34.62,-1.8652,-1.2098
36.15,-0.3713,-1.7524
36.15,-0.1713,-1.5024
36.15,0.1287,-1.1524
38.21,-1.0280,-2.6536
38.21,-0.8280,-2.3536
38.21,-0.5780,-2.0536
38.21,-0.4780,-1.9036
38.21,-2.4780,-1.6536
38.21,-0.3280,-1.7036
38.21,-2.4780,-1.4536
38.21,-0.0280,-1.3536
38.21,-2.3280,-1.2536
40.19,-1.0280,-2.7088
40.19,-0.9280,-2.5588
40.19,-1.4780,-2.3088
40.19,-0.8280,-2.3588
40.19,-1.8280,-2.0088
40.19,-1.2780,-2.0588
40.19,-0.6280,-2.1088
40.19,-2.1280,-1.8588
40.19,-0.4780,-1.9088
40.19,-0.3280,-1.7088
40.19,-2.5780,-1.6088
40.19,-2.4780,-1.4588
40.19,-0.1280,-1.4588
