metric,value
rows,13
duration_s,12.120000
total_distance_m,0.929177
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.489600
end_y_m,0.191000
max_segment_speed_mps,1.669128
mean_segment_speed_mps,0.328338
speed_spike_threshold_mps,0.800000
speed_spike_count,2
end_stable_x_m,0.154700
end_stable_y_m,0.003000
end_jump_flag,1
end_jump_distance_m,0.350517
end_jump_dt_s,0.210000
