elapsed_s,x_m,y_m
8.71,0.0000,0.0000
34.45,0.1350,-0.1529
35.44,0.0222,-0.3377
36.45,-0.0327,-0.0389
42.06,0.2070,0.0800
46.95,0.3776,0.1888
49.45,0.1791,0.1351
53.05,0.2830,0.4257
59.35,0.2886,0.1418
59.55,0.2415,-0.1298
60.55,0.1274,-0.2983
62.72,0.2620,-0.1238
64.35,0.2378,-0.3286
69.95,0.0421,-0.3983
71.14,-0.1705,-0.4832
71.55,0.0280,-0.3955
72.32,0.1700,-0.2129
73.35,0.0088,-0.3712
74.74,0.1722,-0.2469
78.07,0.3350,-0.1213
99.35,0.4695,-0.2824
100.85,0.2099,0.0719
101.34,0.1237,0.2585
129.55,0.0381,0.4575
130.99,-0.0288,0.6624
131.99,-0.1335,0.8505
132.24,-0.1397,0.5946
132.45,-0.1127,0.2981
132.94,-0.0504,0.0797
