elapsed_s,frontier_x_m,frontier_y_m
2.85,0.2214,-0.8843
2.85,0.0214,-0.6343
2.85,-1.6286,-0.4843
2.85,0.4214,-0.5843
2.85,-0.8786,-0.1343
2.85,-1.6786,0.5657
2.85,0.4714,0.6657
2.85,-1.1286,0.8157
2.85,-0.2286,0.9157
5.16,0.2214,-0.8843
5.16,0.0214,-0.6343
5.16,-1.6286,-0.4843
5.16,0.4214,-0.5843
5.16,-0.8786,-0.1343
5.16,-1.6786,0.5657
5.16,0.4714,0.6657
5.16,-1.1286,0.8157
5.16,-0.2286,0.9157
9.99,0.2214,-0.8843
9.99,0.0214,-0.6343
9.99,-1.6286,-0.4843
9.99,0.4214,-0.5843
9.99,-0.8786,-0.1343
9.99,-1.6786,0.5657
9.99,0.4714,0.6657
9.99,-1.1286,0.8157
9.99,-0.2286,0.9157
12.08,0.2214,-0.8843
12.08,0.0214,-0.6343
12.08,-1.6286,-0.4843
12.08,0.4214,-0.5843
12.08,-0.8786,-0.1343
12.08,-1.6786,0.5657
12.08,0.4714,0.6657
12.08,-1.1286,0.8157
12.08,-0.2286,0.9157
14.53,0.2214,-0.8843
14.53,0.0214,-0.6343
14.53,-1.6286,-0.4843
14.53,0.4214,-0.5843
14.53,-0.8786,-0.1343
14.53,-1.6786,0.5657
14.53,0.4714,0.6657
14.53,-1.1286,0.8157
14.53,-0.2286,0.9157
16.20,0.2214,-0.8843
16.20,0.0214,-0.6343
16.20,-1.6286,-0.4843
16.20,0.4214,-0.5843
16.20,-0.8786,-0.1343
16.20,-1.6786,0.5657
16.20,0.4714,0.6657
16.20,-1.1286,0.8157
16.20,-0.2286,0.9157
17.57,0.2214,-0.8843
17.57,0.0214,-0.6343
17.57,-1.6286,-0.4843
17.57,0.4214,-0.5843
17.57,-0.8786,-0.1343
17.57,-1.6786,0.5657
17.57,0.4714,0.6657
17.57,-1.1286,0.8157
17.57,-0.2286,0.9157
19.71,0.2214,-0.8843
19.71,0.0214,-0.6343
19.71,-1.6286,-0.4843
19.71,0.4214,-0.5843
19.71,-0.8786,-0.1343
19.71,-1.6786,0.5657
19.71,0.4714,0.6657
19.71,-1.1286,0.8157
19.71,-0.2286,0.9157
21.45,0.2214,-0.8843
21.45,0.0214,-0.6343
21.45,-1.6286,-0.4843
21.45,0.4214,-0.5843
21.45,-0.8786,-0.1343
21.45,-1.6786,0.5657
21.45,0.4714,0.6657
21.45,-1.1286,0.8157
21.45,-0.2286,0.9157
23.46,0.2214,-0.8843
23.46,0.0214,-0.6343
23.46,-1.6286,-0.4843
23.46,0.4214,-0.5843
23.46,-0.8786,-0.1343
23.46,-1.6786,0.5657
23.46,0.4714,0.6657
23.46,-1.1286,0.8157
23.46,-0.2286,0.9157
25.69,0.2214,-0.8843
25.69,0.0214,-0.6343
25.69,-1.6286,-0.4843
25.69,0.4214,-0.5843
25.69,-0.8786,-0.1343
25.69,-1.6786,0.5657
25.69,0.4714,0.6657
25.69,-1.1286,0.8157
25.69,-0.2286,0.9157
27.49,0.2214,-0.8843
27.49,0.0214,-0.6343
27.49,-1.6286,-0.4843
27.49,0.4214,-0.5843
27.49,-0.8786,-0.1343
27.49,-1.6786,0.5657
27.49,0.4714,0.6657
27.49,-1.1286,0.8157
27.49,-0.2286,0.9157
29.44,0.2214,-0.8843
29.44,0.0214,-0.6343
29.44,-1.6286,-0.4843
29.44,0.4214,-0.5843
29.44,-0.8786,-0.1343
29.44,-1.6786,0.5657
29.44,0.4714,0.6657
29.44,-1.1286,0.8157
29.44,-0.2286,0.9157
31.42,0.2214,-0.8843
31.42,0.0214,-0.6343
31.42,-1.6286,-0.4843
31.42,0.4214,-0.5843
31.42,-0.8786,-0.1343
31.42,-1.6786,0.5657
31.42,0.4714,0.6657
31.42,-1.1286,0.8157
31.42,-0.2286,0.9157
33.57,0.2214,-0.8843
33.57,0.0214,-0.6343
33.57,-1.6286,-0.4843
33.57,0.4214,-0.5843
33.57,-0.8786,-0.1343
33.57,-1.6786,0.5657
33.57,0.4714,0.6657
33.57,-1.1286,0.8157
33.57,-0.2286,0.9157
35.60,0.2214,-0.8843
35.60,0.0214,-0.6343
35.60,-1.6286,-0.4843
35.60,0.4214,-0.5843
35.60,-0.8786,-0.1343
35.60,-1.6786,0.5657
35.60,0.4714,0.6657
35.60,-1.1286,0.8157
35.60,-0.2286,0.9157
37.57,0.2214,-0.8843
37.57,0.0214,-0.6343
37.57,-1.6286,-0.4843
37.57,0.4214,-0.5843
37.57,-0.8786,-0.1343
37.57,-1.6786,0.5657
37.57,0.4714,0.6657
37.57,-1.1286,0.8157
37.57,-0.2286,0.9157
39.63,0.2214,-0.8843
39.63,0.0214,-0.6343
39.63,-1.6286,-0.4843
39.63,0.4214,-0.5843
39.63,-0.8786,-0.1343
39.63,-1.6786,0.5657
39.63,0.4714,0.6657
39.63,-1.1286,0.8157
39.63,-0.2286,0.9157
41.37,0.2214,-0.8843
41.37,0.0214,-0.6343
41.37,-1.6286,-0.4843
41.37,0.4214,-0.5843
41.37,-0.8786,-0.1343
41.37,-1.6786,0.5657
41.37,0.4714,0.6657
41.37,-1.1286,0.8157
41.37,-0.2286,0.9157
43.53,0.2214,-0.8843
43.53,0.0214,-0.6343
43.53,-1.6286,-0.4843
43.53,0.4214,-0.5843
43.53,-0.8786,-0.1343
43.53,-1.6786,0.5657
43.53,0.4714,0.6657
43.53,-1.1286,0.8157
43.53,-0.2286,0.9157
45.65,0.2214,-0.8843
45.65,0.0214,-0.6343
45.65,-1.6286,-0.4843
45.65,0.4214,-0.5843
