elapsed_s,area_m2,percent_known,known_cells,total_cells
1.31,4.203,74.31,1681,2262
4.27,4.203,74.31,1681,2262
6.09,4.203,74.31,1681,2262
9.33,4.203,74.31,1681,2262
12.12,4.203,74.31,1681,2262
13.66,4.203,74.31,1681,2262
15.18,4.203,74.31,1681,2262
17.18,4.203,74.31,1681,2262
19.18,4.203,74.31,1681,2262
21.18,4.203,74.31,1681,2262
23.17,4.203,74.31,1681,2262
25.17,4.203,74.31,1681,2262
27.22,4.203,74.31,1681,2262
29.18,4.203,74.31,1681,2262
31.17,4.203,74.31,1681,2262
33.23,4.203,74.31,1681,2262
35.18,4.203,74.31,1681,2262
37.17,4.203,74.31,1681,2262
39.18,4.203,74.31,1681,2262
41.17,4.203,74.31,1681,2262
43.18,4.203,74.31,1681,2262
45.25,4.203,74.31,1681,2262
47.18,4.203,74.31,1681,2262
49.17,4.203,74.31,1681,2262
51.17,4.203,74.31,1681,2262
53.17,4.203,74.31,1681,2262
55.17,4.203,74.31,1681,2262
57.44,4.598,81.30,1839,2262
59.18,4.598,81.30,1836,2262
61.32,4.725,82.14,1890,2301
63.18,5.063,83.75,2025,2418
65.20,5.063,83.75,2025,2418
67.56,5.388,89.12,2155,2418
