elapsed_s,x_m,y_m
4.94,0.0000,0.0000
45.20,-0.0988,-0.1767
46.30,-0.2781,-0.3216
47.39,-0.2781,-0.1206
48.06,-0.1305,0.0200
49.99,0.0852,0.1830
50.39,0.2908,0.2511
50.89,0.5105,0.3241
56.12,0.3794,0.1560
59.90,0.4819,0.3358
72.32,0.2682,0.2013
73.70,0.0672,0.1157
74.10,0.3055,0.2322
76.00,0.1512,0.0446
77.49,0.3605,0.1919
78.80,0.1736,0.0908
79.69,0.3838,0.2446
83.20,0.5041,0.4101
85.19,0.3591,0.1988
86.37,0.2155,0.0542
87.20,0.3988,0.2169
87.91,0.5739,0.3558
89.39,0.4291,0.1746
89.98,0.2665,-0.0095
90.70,0.4719,0.2568
93.51,0.3677,0.0740
97.35,0.4677,0.2625
98.29,0.3700,-0.0289
98.70,0.4731,0.2565
99.69,0.6051,0.5602
100.49,0.5215,0.3388
103.56,0.3743,0.1761
103.69,0.2704,-0.0186
104.99,0.4091,0.1977
106.19,0.2413,0.0593
107.70,0.4050,0.1812
108.09,0.5720,0.3258
109.89,0.3951,0.1578
110.49,0.2470,-0.0088
114.50,0.4040,0.1300
116.69,0.4375,-0.0736
117.69,0.5104,0.1479
119.69,0.5786,0.3526
120.90,0.4672,0.6038
129.49,0.4061,0.4084
133.00,0.2734,0.2582
133.49,0.3520,0.4468
134.70,0.3019,0.2526
135.50,0.3788,0.4601
136.30,0.4464,0.6523
138.40,0.4588,0.4498
145.79,0.3557,0.2617
147.70,0.3509,0.4649
148.81,0.3664,0.2586
149.79,0.4292,0.4821
155.94,0.3642,0.2825
160.20,0.5054,0.4855
165.19,0.4102,0.6841
167.70,0.4911,0.4469
172.40,0.4686,0.6667
187.69,0.2846,0.5806
189.89,0.4263,0.7638
190.99,0.3521,0.5727
192.20,0.2415,0.3815
193.30,0.3296,0.5668
194.10,0.4277,0.7467
194.99,0.3184,0.5738
195.99,0.1867,0.4078
199.49,0.3345,0.5764
200.79,0.1651,0.4621
205.79,0.3208,0.6126
209.09,0.2201,0.4204
211.54,0.1582,0.2143
214.50,0.3222,0.0826
