elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
12.80,-0.3391,-0.5526,-0.4960,-0.8083
13.86,0.7588,0.1380,1.0540,0.1917
14.41,1.6045,-0.0913,1.9040,-0.1083
19.38,0.4749,-0.7176,0.6540,-0.9583
23.25,1.2606,0.2289,1.5540,0.2917
26.65,-0.6024,-0.5449,-0.7460,-0.8083
30.72,0.9748,-0.6078,1.1926,-0.8141
38.13,1.6393,0.3640,1.9369,0.4013
39.63,1.2731,-1.0383,1.4869,-1.2487
48.46,1.7987,-1.0060,2.0411,-1.1829
51.28,0.5974,-0.7695,0.7411,-1.0329
51.98,1.3932,0.3817,1.6911,0.4171
61.20,1.2467,-1.1544,1.4411,-1.3829
66.55,0.4836,-0.4489,0.5804,-0.7329
67.84,-0.5230,-0.5562,-0.7196,-0.7829
70.12,0.7186,0.4073,1.0126,0.4671
72.89,1.5637,0.3923,1.8626,0.4171
76.48,-0.4752,-1.1576,-0.5944,-1.4329
79.74,1.4123,-1.2535,1.6056,-1.4829
80.56,0.6176,-0.7665,0.7556,-1.0329
89.08,1.4062,0.3985,1.7056,0.4171
92.56,1.4042,-1.2570,1.6017,-1.4829
101.22,0.6049,-0.7712,0.7517,-1.0329
