elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.09,0.0000,0.0000,-0.0072,-0.0002,0.0000,0.0000,-0.0072,-0.0002
22.09,-0.0032,-0.0001,-0.0137,-0.0004,-0.0032,-0.0001,-0.0137,-0.0004
23.13,-0.0183,-0.0005,-0.0207,-0.0007,-0.0183,-0.0005,-0.0207,-0.0007
24.22,-0.0334,-0.0012,-0.0333,-0.0012,-0.0334,-0.0012,-0.0333,-0.0012
25.29,-0.0483,-0.0018,-0.0483,-0.0020,-0.0483,-0.0018,-0.0483,-0.0020
26.29,-0.0633,-0.0024,-0.0631,-0.0037,-0.0633,-0.0024,-0.0631,-0.0037
27.29,-0.0782,-0.0041,-0.0796,-0.0086,-0.0782,-0.0041,-0.0796,-0.0086
28.34,-0.0924,-0.0090,-0.0253,-0.0034,-0.0924,-0.0090,-0.0253,-0.0034
29.42,-0.1155,-0.0257,0.0239,-0.0077,-0.1155,-0.0257,0.0239,-0.0077
29.69,0.2229,0.0241,0.0694,-0.0215,0.2229,0.0241,0.0694,-0.0215
30.39,0.1826,-0.0239,0.1129,-0.0436,0.1826,-0.0239,0.1129,-0.0436
30.99,0.1493,-0.0730,0.2059,-0.0259,0.1493,-0.0730,0.2059,-0.0259
31.70,0.1250,-0.1195,0.2604,0.0046,0.1250,-0.1195,0.2604,0.0046
32.39,0.3496,0.0628,0.3207,0.0310,0.3496,0.0628,0.3207,0.0310
32.70,0.4955,0.1765,0.4111,0.1076,0.4955,0.1765,0.4111,0.1076
33.88,0.4841,0.1083,0.5177,0.2389,0.4841,0.1083,0.5177,0.2389
34.22,0.6014,0.3099,0.5776,0.3273,0.6014,0.3099,0.5776,0.3273
34.69,0.6581,0.5369,0.5982,0.3650,0.6581,0.5369,0.5982,0.3650
35.70,0.6491,0.5050,0.6362,0.4506,0.6491,0.5050,0.6362,0.4506
