elapsed_s,x_m,y_m
11.00,0.0000,0.0000
48.12,0.0852,-0.1877
63.12,-0.0477,-0.0318
64.32,-0.0526,-0.2359
72.41,-0.0509,-0.0122
73.32,-0.0406,-0.2199
77.45,-0.2077,-0.0964
83.52,-0.1147,0.0846
84.72,-0.2061,-0.1054
92.97,-0.4164,0.0045
94.02,-0.6756,0.3281
94.23,-0.4412,0.3220
95.32,-0.5836,0.1155
99.76,-0.1874,0.2499
100.72,0.0462,0.3284
101.02,-0.4881,0.2208
102.42,-0.7257,0.1807
103.03,-0.5326,0.2777
103.92,-0.3421,0.3698
104.12,-0.1414,0.4577
110.37,-0.0320,0.6295
111.72,0.1119,0.4598
116.12,0.1869,0.1646
118.02,0.3340,0.3164
146.22,0.1860,0.1660
148.77,0.0780,-0.0097
149.62,-0.0234,-0.2089
151.42,0.0944,-0.0313
152.02,0.2285,0.1494
152.82,0.3594,0.3120
161.72,0.2118,0.1543
166.82,0.3936,0.2538
169.72,0.2408,0.1208
173.62,0.4643,0.1532
175.62,0.2539,0.1234
181.82,0.4581,0.1574
184.02,0.2475,0.1096
186.52,0.4558,0.1280
190.82,0.1925,0.0974
196.82,0.4105,0.1166
199.12,0.1983,0.0985
201.03,0.4071,0.1174
205.42,0.1902,0.0993
211.32,0.4046,0.0819
213.52,0.2043,0.0792
215.54,0.4044,0.0257
220.52,0.1767,0.0523
