elapsed_s,area_m2,percent_known,known_cells,total_cells
0.87,4.003,73.92,1601,2166
3.23,4.003,73.92,1601,2166
5.47,4.003,73.92,1601,2166
7.60,4.003,73.92,1601,2166
9.20,4.003,73.92,1601,2166
10.84,4.003,73.92,1601,2166
12.88,4.003,73.92,1601,2166
14.43,4.003,73.92,1601,2166
16.45,4.003,73.92,1601,2166
18.58,4.003,73.92,1601,2166
20.44,4.003,73.92,1601,2166
22.43,4.003,73.92,1601,2166
24.49,4.003,73.92,1601,2166
26.44,4.003,73.92,1601,2166
28.43,4.003,73.92,1601,2166
30.43,4.003,73.92,1601,2166
32.43,4.003,73.92,1601,2166
34.43,4.003,73.92,1601,2166
36.43,4.003,73.92,1601,2166
38.44,4.003,73.92,1601,2166
40.43,4.003,73.92,1601,2166
42.43,4.003,73.92,1601,2166
44.43,4.003,73.92,1601,2166
46.44,4.003,73.92,1601,2166
48.43,4.003,73.92,1601,2166
50.43,4.003,73.92,1601,2166
52.43,4.003,73.92,1601,2166
54.44,4.003,73.92,1601,2166
56.43,4.003,73.92,1601,2166
58.43,4.003,73.92,1601,2166
60.43,4.003,73.92,1601,2166
62.43,4.003,73.92,1601,2166
64.43,4.003,73.92,1601,2166
66.43,4.003,73.92,1601,2166
68.43,4.003,73.92,1601,2166
70.43,4.003,73.92,1601,2166
72.43,4.003,73.92,1601,2166
74.43,4.003,73.92,1601,2166
76.43,4.003,73.92,1601,2166
78.43,4.003,73.92,1601,2166
80.43,4.003,73.92,1601,2166
82.43,4.003,73.92,1601,2166
84.44,4.003,73.92,1601,2166
86.43,4.003,73.92,1601,2166
88.43,4.003,73.92,1601,2166
90.52,4.003,73.92,1601,2166
92.59,4.003,73.92,1601,2166
94.54,4.003,73.92,1601,2166
96.43,4.003,73.92,1601,2166
98.43,4.538,83.80,1815,2166
100.45,4.713,85.53,1885,2204
102.61,4.965,88.58,1986,2242
104.82,5.040,89.92,2016,2242
106.49,5.113,91.21,2045,2242
108.44,5.148,91.84,2059,2242
110.44,5.198,92.73,2079,2242
112.44,5.198,92.73,2079,2242
114.47,5.198,92.73,2079,2242
116.57,5.210,92.95,2084,2242
