elapsed_s,x_m,y_m
4.93,0.0000,0.0000
99.06,0.2052,0.0585
101.36,0.0699,0.2161
102.86,-0.1447,0.1927
103.76,-0.2536,-0.0473
104.06,-0.2987,-0.2526
106.86,-0.3395,-0.4689
108.66,-0.3388,-0.2596
110.86,-0.3444,-0.4883
116.76,-0.2242,-0.3150
