elapsed_s,x_m,y_m
5.26,0.0000,0.0000
28.43,-0.2100,0.0276
30.21,0.0180,0.0121
31.91,0.2150,-0.0538
35.52,0.0172,-0.0958
37.35,0.0730,-0.2933
39.64,-0.1161,-0.1879
43.41,-0.3200,-0.1127
44.62,-0.5310,-0.0948
45.21,-0.6516,-0.2569
46.32,-0.3016,-0.2527
47.51,-0.1816,-0.4186
49.51,-0.1941,-0.2143
50.21,-0.2553,0.0074
52.51,-0.1588,-0.2054
56.71,0.0595,-0.2051
59.14,0.0696,-0.4174
60.01,-0.1415,-0.5200
61.41,-0.3456,-0.5823
62.81,-0.2427,-0.9219
63.74,-0.0342,-0.8085
66.61,-0.1996,-0.9342
67.92,-0.3644,-1.0715
68.61,-0.1716,-1.1317
69.32,-0.1467,-0.9190
69.71,0.0109,-0.7131
72.81,-0.1261,-0.8609
74.21,-0.2549,-1.0351
74.51,-0.1252,-0.8317
82.11,0.0749,-0.4343
83.91,0.0239,-0.6534
85.41,-0.0494,-0.8485
86.72,-0.1821,-1.0117
88.11,-0.3249,-1.1762
88.41,-0.3103,-0.9744
89.11,-0.2725,-0.7150
89.41,-0.1579,-0.4447
91.31,-0.2374,-0.2208
95.66,-0.7388,-0.0106
97.11,-1.3326,-0.0308
97.51,-1.5477,-0.2898
98.91,-1.2649,-0.5669
99.42,-1.4800,-0.7009
99.91,-1.2483,-0.5697
100.52,-1.0436,-0.6617
101.91,-1.2469,-0.6920
102.81,-1.3744,-0.5211
104.11,-1.4989,-0.3245
104.91,-1.4173,-0.0901
105.62,-1.2028,-0.4126
109.61,-1.1736,-0.1780
113.91,-1.2655,-0.3656
115.41,-1.3624,-0.5427
116.64,-1.4452,-0.7423
117.51,-1.2461,-0.7865
118.11,-1.0361,-0.7505
118.71,-0.7648,-0.7286
119.51,-0.8489,-1.0143
123.52,-0.8887,-1.2197
127.44,-1.0134,-1.4035
127.81,-1.0856,-1.5965
128.71,-1.0249,-1.3761
130.51,-1.0010,-1.1668
131.81,-1.0011,-0.9352
133.62,-1.2234,-0.9685
