elapsed_s,frontier_x_m,frontier_y_m
11.13,-1.3866,-0.9525
11.13,-1.5866,-0.5025
11.13,-1.9866,-0.8525
11.13,-1.7366,-0.7525
11.13,-2.1366,-0.0025
11.13,-1.5866,0.0975
11.13,-1.8866,0.3975
11.13,-2.2366,0.4475
11.13,-1.1366,0.5975
11.13,-2.2866,0.5475
11.13,0.3134,0.6475
12.64,-1.3866,-0.9525
12.64,-1.5866,-0.5025
12.64,-1.9866,-0.8525
12.64,-1.7366,-0.7525
12.64,-2.1366,-0.0025
12.64,-1.5866,0.0975
12.64,-1.8866,0.3975
12.64,-2.2366,0.4475
12.64,-1.1366,0.5975
12.64,-2.2866,0.5475
12.64,0.3134,0.6475
14.84,-1.3866,-0.9525
14.84,-1.5866,-0.5025
14.84,-1.9866,-0.8525
14.84,-1.7366,-0.7525
14.84,-2.1366,-0.0025
14.84,-1.5866,0.0975
14.84,-1.8866,0.3975
14.84,-2.2366,0.4475
14.84,-1.1366,0.5975
14.84,-2.2866,0.5475
14.84,0.3134,0.6475
17.36,-1.3866,-0.9525
17.36,-1.5866,-0.5025
17.36,-1.9866,-0.8525
17.36,-1.7366,-0.7525
17.36,-2.1366,-0.0025
17.36,-1.5866,0.0975
17.36,-1.8866,0.3975
17.36,-2.2366,0.4475
17.36,-1.1366,0.5975
17.36,-2.2866,0.5475
17.36,0.3134,0.6475
19.12,-1.3866,-0.9525
19.12,-1.5866,-0.5025
19.12,-1.9866,-0.8525
19.12,-1.7366,-0.7525
19.12,-2.1366,-0.0025
19.12,-1.5866,0.0975
19.12,-1.8866,0.3975
19.12,-2.2366,0.4475
19.12,-1.1366,0.5975
19.12,-2.2866,0.5475
19.12,0.3134,0.6475
20.52,-1.3866,-0.9525
20.52,-1.5866,-0.5025
20.52,-1.9866,-0.8525
20.52,-1.7366,-0.7525
20.52,-2.1366,-0.0025
20.52,-1.5866,0.0975
20.52,-1.8866,0.3975
20.52,-2.2366,0.4475
20.52,-1.1366,0.5975
20.52,-2.2866,0.5475
20.52,0.3134,0.6475
22.33,-1.3866,-0.9525
22.33,-1.5866,-0.5025
22.33,-1.9866,-0.8525
22.33,-1.7366,-0.7525
22.33,-2.1366,-0.0025
22.33,-1.5866,0.0975
22.33,-1.8866,0.3975
22.33,-2.2366,0.4475
22.33,-1.1366,0.5975
22.33,-2.2866,0.5475
22.33,0.3134,0.6475
25.26,-1.3866,-0.9525
25.26,-1.5866,-0.5025
25.26,-1.9866,-0.8525
25.26,-1.7366,-0.7525
25.26,-2.1366,-0.0025
25.26,-1.5866,0.0975
25.26,-1.8866,0.3975
25.26,-2.2366,0.4475
25.26,-1.1366,0.5975
25.26,-2.2866,0.5475
25.26,0.3134,0.6475
26.64,-1.3866,-0.9525
26.64,-1.5866,-0.5025
26.64,-1.9866,-0.8525
26.64,-1.7366,-0.7525
26.64,-2.1366,-0.0025
26.64,-1.5866,0.0975
26.64,-1.8866,0.3975
26.64,-2.2366,0.4475
26.64,-1.1366,0.5975
26.64,-2.2866,0.5475
26.64,0.3134,0.6475
28.37,-1.3866,-0.9525
28.37,-1.5866,-0.5025
28.37,-1.9866,-0.8525
28.37,-1.7366,-0.7525
28.37,-2.1366,-0.0025
28.37,-1.5866,0.0975
28.37,-1.8866,0.3975
28.37,-2.2366,0.4475
28.37,-1.1366,0.5975
28.37,-2.2866,0.5475
28.37,0.3134,0.6475
30.26,-1.3866,-0.9525
30.26,-1.5866,-0.5025
30.26,-1.9866,-0.8525
30.26,-1.7366,-0.7525
30.26,-2.1366,-0.0025
30.26,-1.5866,0.0975
30.26,-1.8866,0.3975
30.26,-2.2366,0.4475
30.26,-1.1366,0.5975
30.26,-2.2866,0.5475
30.26,0.3134,0.6475
32.24,-1.3866,-0.9525
32.24,-1.5866,-0.5025
32.24,-1.9866,-0.8525
32.24,-1.7366,-0.7525
32.24,-2.1366,-0.0025
32.24,-1.5866,0.0975
32.24,-1.8866,0.3975
32.24,-2.2366,0.4475
32.24,-1.1366,0.5975
32.24,-2.2866,0.5475
32.24,0.3134,0.6475
35.00,-1.3866,-0.9525
35.00,-1.5866,-0.5025
35.00,-1.9866,-0.8525
35.00,-1.7366,-0.7525
35.00,-2.1366,-0.0025
35.00,-1.5866,0.0975
35.00,-1.8866,0.3975
35.00,-2.2366,0.4475
35.00,-1.1366,0.5975
35.00,-2.2866,0.5475
35.00,0.3134,0.6475
36.94,-1.2385,-0.6525
36.94,-2.2885,0.0475
36.94,-2.0885,0.0475
36.94,-2.1385,0.1475
36.94,-2.1885,0.2975
36.94,-2.1385,0.4475
36.94,0.3115,0.6475
36.94,-2.2385,0.6975
36.94,-1.3385,0.6975
38.09,-1.2385,-0.6525
38.09,-2.2885,0.0475
38.09,-2.0885,0.0475
38.09,-2.1385,0.1475
38.09,-2.1885,0.2975
38.09,-2.1385,0.4475
38.09,0.3115,0.6475
38.09,-2.2385,0.6975
38.09,-1.3385,0.6975
40.32,-1.4885,-0.7525
40.32,-1.9385,-1.0025
40.32,-2.2885,0.0475
40.32,-2.1885,0.1475
40.32,-2.1385,0.2975
40.32,-2.2885,0.4975
40.32,-2.1885,0.6475
40.32,-2.2385,0.7475
43.29,-1.5695,-0.8068
43.29,-2.2695,0.0432
43.29,-2.1695,0.1432
43.29,-2.1695,0.2932
43.29,-2.0695,0.3932
43.29,-2.3195,0.4932
43.29,-2.2695,0.6932
43.29,-2.1195,0.6932
