elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
17.43,0.0000,0.0000,0.0000,0.0000
22.31,-0.0037,0.0000,-0.0037,0.0000
23.34,-0.0136,0.0000,-0.0136,0.0000
24.42,-0.0337,0.0000,-0.0337,0.0000
25.51,-0.0487,0.0000,-0.0487,0.0000
26.51,-0.0636,0.0000,-0.0636,0.0000
27.61,-0.0786,0.0000,-0.0786,0.0000
28.62,-0.0936,0.0000,-0.0936,0.0000
29.64,-0.1087,0.0000,-0.1087,0.0000
30.71,-0.1286,0.0000,-0.1286,0.0000
31.71,-0.1436,0.0000,-0.1436,0.0000
32.82,-0.1586,0.0000,-0.1586,0.0000
33.91,-0.1736,0.0000,-0.1736,0.0000
34.96,-0.1886,0.0000,-0.1886,0.0000
36.01,-0.1756,0.0000,-0.1756,0.0000
36.32,-0.0237,-0.0000,-0.0237,-0.0000
37.32,-0.0336,-0.0000,-0.0336,-0.0000
38.35,-0.0486,-0.0000,-0.0486,-0.0000
39.41,-0.0686,-0.0000,-0.0686,-0.0000
40.42,-0.0836,-0.0000,-0.0836,-0.0000
41.52,-0.0986,-0.0000,-0.0986,-0.0000
42.61,-0.1136,-0.0000,-0.1136,-0.0000
43.61,-0.1286,-0.0000,-0.1286,-0.0000
44.63,-0.1437,-0.0000,-0.1437,-0.0000
45.72,-0.1636,-0.0000,-0.1636,-0.0000
46.74,-0.1786,-0.0000,-0.1786,-0.0000
47.82,-0.2111,-0.0000,-0.2111,-0.0000
48.41,-0.0939,-0.0000,-0.0939,-0.0000
49.01,-0.1588,-0.0000,-0.1588,-0.0000
49.71,-0.2237,-0.0000,-0.2237,-0.0000
50.31,-0.2866,-0.0000,-0.2866,-0.0000
