elapsed_s,frontier_x_m,frontier_y_m
9.73,-1.5489,-0.5253
9.73,-1.0989,-0.7753
9.73,-0.6989,-0.5753
9.73,0.5011,-0.2253
9.73,-0.6989,0.1247
9.73,-1.4989,0.6247
9.73,0.5011,0.8247
9.73,-0.8489,0.8247
9.73,0.3511,0.9747
11.73,-1.5489,-0.5253
11.73,0.5011,-0.2253
11.73,-0.6989,0.1247
11.73,0.5011,0.8247
11.73,-0.8489,0.8247
11.73,0.3511,0.9747
14.69,-1.5489,-0.5253
14.69,0.5011,-0.2253
14.69,-0.6989,0.1247
14.69,0.5011,0.8247
14.69,-0.8489,0.8247
14.69,0.3511,0.9747
17.68,-1.5489,-0.5253
17.68,0.5011,-0.2253
17.68,-0.6989,0.1247
17.68,0.5011,0.8247
17.68,-0.8489,0.8247
17.68,0.3511,0.9747
18.90,-1.5489,-0.5253
18.90,0.5011,-0.2253
18.90,-0.6989,0.1247
18.90,0.5011,0.8247
18.90,-0.8489,0.8247
18.90,0.3511,0.9747
20.91,-1.5489,-0.5253
20.91,0.5011,-0.2253
20.91,-0.6989,0.1247
20.91,0.5011,0.8247
20.91,-0.8489,0.8247
20.91,0.3511,0.9747
22.46,-1.5489,-0.5253
22.46,0.5011,-0.2253
22.46,-0.6989,0.1247
22.46,0.5011,0.8247
22.46,-0.8489,0.8247
22.46,0.3511,0.9747
25.19,-1.5489,-0.5253
25.19,0.5011,-0.2253
25.19,-0.6989,0.1247
25.19,0.5011,0.8247
25.19,-0.8489,0.8247
25.19,0.3511,0.9747
26.97,-1.5489,-0.5253
26.97,0.5011,-0.2253
26.97,-0.6989,0.1247
26.97,0.5011,0.8247
26.97,-0.8489,0.8247
26.97,0.3511,0.9747
29.26,-1.5489,0.0247
29.26,-2.0489,0.0247
29.26,0.3511,0.9747
30.88,-1.5489,0.0247
30.88,-2.0489,0.0247
30.88,0.3511,0.9747
32.08,-1.5489,0.0247
32.08,-2.0489,0.0247
32.08,0.3511,0.9747
34.43,-1.5489,0.0247
34.43,-2.0489,0.0247
34.43,0.3511,0.9747
35.98,-1.5489,0.0247
35.98,-2.0489,0.0247
35.98,0.3511,0.9747
37.26,-1.5489,0.0247
37.26,-2.0489,0.0247
37.26,0.3511,0.9747
39.02,-1.5489,0.0247
39.02,-2.0489,0.0247
39.02,0.3511,0.9747
40.94,-1.7989,0.2747
40.94,-1.2989,0.7747
42.42,-1.7989,0.2747
42.42,-1.2989,0.7747
