elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
27.15,0.0000,0.0000,-0.0239,-0.0019,0.0000,0.0000,-0.0239,-0.0019
29.45,-0.0096,-0.0004,-0.0414,-0.0051,-0.0096,-0.0004,-0.0414,-0.0051
30.45,-0.0620,-0.0054,-0.0550,-0.0084,-0.0620,-0.0054,-0.0550,-0.0084
31.46,-0.0940,-0.0145,-0.0808,-0.0154,-0.0940,-0.0145,-0.0808,-0.0154
32.56,-0.1093,-0.0216,-0.0400,-0.0087,-0.1093,-0.0216,-0.0400,-0.0087
33.65,-0.1290,-0.0353,0.0075,-0.0046,-0.1290,-0.0353,0.0075,-0.0046
33.85,0.1944,0.0333,0.0588,-0.0026,0.1944,0.0333,0.0588,-0.0026
34.96,0.1754,0.0151,0.1104,-0.0070,0.1754,0.0151,0.1104,-0.0070
36.05,0.1625,-0.0047,0.1629,-0.0227,0.1625,-0.0047,0.1629,-0.0227
37.07,0.1488,-0.0437,0.1498,-0.0653,0.1488,-0.0437,0.1498,-0.0653
37.45,0.1336,-0.1134,0.2294,-0.0090,0.1336,-0.1134,0.2294,-0.0090
38.05,0.1285,-0.1799,0.3131,0.0390,0.1285,-0.1799,0.3131,0.0390
38.48,0.5735,0.2964,0.4026,0.1221,0.5735,0.2964,0.4026,0.1221
39.45,0.5812,0.2354,0.4984,0.2432,0.5812,0.2354,0.4984,0.2432
39.76,0.5962,0.3718,0.5981,0.4038,0.5962,0.3718,0.5981,0.4038
40.05,0.6127,0.4921,0.6069,0.4720,0.6127,0.4921,0.6069,0.4720
40.45,0.6266,0.6233,0.6131,0.5539,0.6266,0.6233,0.6131,0.5539
41.45,0.6179,0.6373,0.6157,0.6097,0.6179,0.6373,0.6157,0.6097
42.45,0.6122,0.6451,0.6135,0.6443,0.6122,0.6451,0.6135,0.6443
43.55,0.6092,0.6506,0.6082,0.6530,0.6092,0.6506,0.6082,0.6530
44.65,0.6019,0.6650,0.6027,0.6615,0.6019,0.6650,0.6027,0.6615
48.06,0.6001,0.6668,0.5965,0.6710,0.6001,0.6668,0.5965,0.6710
49.15,0.5901,0.6801,0.5900,0.6816,0.5901,0.6801,0.5900,0.6816
50.25,0.5813,0.6926,0.5829,0.6919,0.5813,0.6926,0.5829,0.6919
51.28,0.5764,0.7034,0.5740,0.7044,0.5764,0.7034,0.5740,0.7044
52.35,0.5666,0.7167,0.5687,0.7144,0.5666,0.7167,0.5687,0.7144
53.35,0.5558,0.7290,0.5691,0.7272,0.5558,0.7290,0.5691,0.7272
56.06,0.5636,0.7304,0.5713,0.7407,0.5636,0.7304,0.5713,0.7407
57.06,0.5831,0.7566,0.5590,0.7591,0.5831,0.7566,0.5590,0.7591
58.16,0.5876,0.7709,0.5492,0.7771,0.5876,0.7709,0.5492,0.7771
58.76,0.5047,0.8085,0.5456,0.7887,0.5047,0.8085,0.5456,0.7887
59.85,0.5071,0.8188,0.5331,0.7994,0.5071,0.8188,0.5331,0.7994
