elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
27.15,0.0000,0.0000,0.0000,0.0000
29.45,-0.0096,-0.0004,-0.0096,-0.0004
30.45,-0.0620,-0.0054,-0.0620,-0.0054
31.46,-0.0940,-0.0145,-0.0940,-0.0145
32.56,-0.1093,-0.0216,-0.1093,-0.0216
33.65,-0.1290,-0.0353,-0.1290,-0.0353
33.85,0.1944,0.0333,0.1944,0.0333
34.96,0.1754,0.0151,0.1754,0.0151
36.05,0.1625,-0.0047,0.1625,-0.0047
37.07,0.1488,-0.0437,0.1488,-0.0437
37.45,0.1336,-0.1134,0.1336,-0.1134
38.05,0.1285,-0.1799,0.1285,-0.1799
38.48,0.5735,0.2964,0.5735,0.2964
39.45,0.5812,0.2354,0.5812,0.2354
39.76,0.5962,0.3718,0.5962,0.3718
40.05,0.6127,0.4921,0.6127,0.4921
40.45,0.6266,0.6233,0.6266,0.6233
41.45,0.6179,0.6373,0.6179,0.6373
42.45,0.6122,0.6451,0.6122,0.6451
43.55,0.6092,0.6506,0.6092,0.6506
44.65,0.6019,0.6650,0.6019,0.6650
48.06,0.6001,0.6668,0.6001,0.6668
49.15,0.5901,0.6801,0.5901,0.6801
50.25,0.5813,0.6926,0.5813,0.6926
51.28,0.5764,0.7034,0.5764,0.7034
52.35,0.5666,0.7167,0.5666,0.7167
53.35,0.5558,0.7290,0.5558,0.7290
56.06,0.5636,0.7304,0.5636,0.7304
57.06,0.5831,0.7566,0.5831,0.7566
58.16,0.5876,0.7709,0.5876,0.7709
58.76,0.5047,0.8085,0.5047,0.8085
59.85,0.5071,0.8188,0.5071,0.8188
