elapsed_s,area_m2,percent_known,known_cells,total_cells
1.21,3.715,60.41,1486,2460
2.84,3.715,60.41,1486,2460
4.58,3.715,60.41,1486,2460
6.74,3.715,60.41,1486,2460
8.34,3.715,60.41,1486,2460
10.33,3.715,60.41,1486,2460
12.32,3.715,60.41,1486,2460
14.32,3.715,60.41,1486,2460
16.33,5.315,84.37,2126,2520
18.34,5.388,85.52,2155,2520
20.33,5.435,86.27,2174,2520
22.33,5.445,86.43,2178,2520
24.43,5.490,83.18,2196,2640
26.67,5.495,83.26,2198,2640
28.33,5.495,83.26,2198,2640
30.33,5.500,83.33,2200,2640
32.33,5.500,83.33,2200,2640
34.87,5.510,83.48,2204,2640
36.60,5.543,83.98,2217,2640
38.75,5.658,84.31,2263,2684
40.32,5.658,84.31,2263,2684
42.33,5.680,80.14,2272,2835
44.89,5.698,80.39,2279,2835
46.33,5.700,80.42,2280,2835
48.34,5.700,80.42,2280,2835
50.33,5.700,80.42,2280,2835
52.57,5.700,80.42,2280,2835
