elapsed_s,frontier_x_m,frontier_y_m
3.19,0.4335,-0.4775
3.19,0.2335,0.5225
3.19,-0.7665,0.5225
5.13,0.4335,-0.4775
5.13,0.2335,0.5225
5.13,-0.7665,0.5225
9.77,0.4335,-0.4775
9.77,0.2335,0.5225
9.77,-0.7665,0.5225
10.95,0.4335,-0.4775
10.95,0.2335,0.5225
10.95,-0.7665,0.5225
12.26,0.4335,-0.4775
12.26,0.2335,0.5225
12.26,-0.7665,0.5225
13.81,0.4335,-0.4775
13.81,0.2335,0.5225
13.81,-0.7665,0.5225
16.54,0.4335,-0.4775
16.54,0.2335,0.5225
16.54,-0.7665,0.5225
18.17,0.4335,-0.4775
18.17,0.2335,0.5225
18.17,-0.7665,0.5225
19.99,0.4335,-0.4775
19.99,0.2335,0.5225
19.99,-0.7665,0.5225
21.90,0.4335,-0.4775
21.90,0.2335,0.5225
21.90,-0.7665,0.5225
23.50,0.4335,-0.4775
23.50,0.2335,0.5225
23.50,-0.7665,0.5225
25.35,0.4335,-0.4775
25.35,0.2335,0.5225
25.35,-0.7665,0.5225
27.59,0.4335,-0.4775
27.59,0.2335,0.5225
27.59,-0.7665,0.5225
29.43,0.4335,-0.4775
29.43,0.2335,0.5225
29.43,-0.7665,0.5225
31.46,0.4335,-0.4775
31.46,0.2335,0.5225
31.46,-0.7665,0.5225
33.30,0.4335,-0.4775
33.30,0.2335,0.5225
33.30,-0.7665,0.5225
35.42,0.4335,-0.4775
35.42,0.2335,0.5225
35.42,-0.7665,0.5225
37.39,0.4335,-0.4775
37.39,0.2335,0.5225
37.39,-0.7665,0.5225
40.19,-1.7165,-1.0775
40.19,0.4835,-0.8775
40.19,-1.9165,0.5225
40.19,-0.3665,0.6225
