elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
9.30,-0.6595,-0.1147,-0.9550,-0.1662
9.80,-0.6582,1.1722,-0.8050,1.4338
14.92,-1.6561,-0.1457,-1.9550,-0.1712
15.52,-1.7095,1.2064,-1.9550,1.3788
23.51,-2.1694,-0.1021,-2.4688,-0.1212
31.80,-1.6694,-0.1523,-1.9688,-0.1712
41.31,-0.8310,1.4017,-1.0202,1.6345
42.02,-1.6347,1.4987,-1.8702,1.6845
47.02,0.3583,0.9884,0.5298,1.2345
50.93,-1.1377,-0.1644,-1.4202,-0.2655
53.95,-1.9753,-0.1101,-2.2702,-0.1655
71.54,0.3297,0.8988,0.5840,1.0580
72.47,-1.9300,1.5406,-2.0660,1.8080
