elapsed_s,x_m,y_m
8.75,0.0000,0.0000
83.66,0.2063,-0.0038
86.27,0.0012,-0.0300
86.86,-0.1981,0.0290
88.56,-0.0202,-0.0848
94.88,0.0017,0.1284
95.30,-0.1537,0.2853
96.01,-0.3383,0.3913
96.31,-0.5775,0.2529
97.87,-0.5428,0.0291
97.99,-0.8079,0.2946
98.57,-1.0093,0.4364
98.86,-0.9270,0.0307
99.37,-0.8147,-0.2558
100.66,-0.7175,-0.4911
101.36,-0.4920,-0.5521
101.96,-0.2988,-0.4883
108.76,-0.4735,-0.6140
112.27,-0.2931,-0.4935
118.37,-0.4700,-0.6170
137.66,-0.2406,-0.4583
143.07,-0.0449,-0.3996
149.77,-0.2406,-0.4423
155.69,-0.3761,-0.2915
157.26,-0.2413,-0.4727
163.48,-0.4043,-0.3566
164.66,-0.6176,-0.3724
166.97,-0.3860,-0.2869
180.39,-0.0990,-0.3507
182.29,-0.3187,-0.3007
183.86,-0.5335,-0.2424
185.77,-0.2035,-0.3112
