elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.64,0.0000,0.0000,0.0226,0.0001,0.0000,0.0000,0.0226,0.0001
25.54,0.0073,-0.0027,0.0546,0.0107,0.0073,-0.0027,0.0546,0.0107
26.14,0.0605,0.0031,0.0843,0.0242,0.0605,0.0031,0.0843,0.0242
27.35,0.1505,0.0426,0.1143,0.0424,0.1505,0.0426,0.1143,0.0424
27.92,0.2030,0.0779,0.1214,0.0600,0.2030,0.0779,0.1214,0.0600
28.15,0.1505,0.0911,0.1210,0.0881,0.1505,0.0911,0.1210,0.0881
28.34,0.0428,0.0855,0.0792,0.0958,0.0428,0.0855,0.0792,0.0958
29.21,0.0583,0.1435,-0.0009,0.0813,0.0583,0.1435,-0.0009,0.0813
29.44,-0.0587,0.0809,-0.1024,0.0338,-0.0587,0.0809,-0.1024,0.0338
29.64,-0.1975,0.0053,-0.1988,-0.0265,-0.1975,0.0053,-0.1988,-0.0265
30.54,-0.3570,-0.1462,-0.2940,-0.0863,-0.3570,-0.1462,-0.2940,-0.0863
30.74,-0.4393,-0.2162,-0.3627,-0.1206,-0.4393,-0.2162,-0.3627,-0.1206
31.34,-0.4175,-0.1552,-0.4023,-0.1246,-0.4175,-0.1552,-0.4023,-0.1246
31.94,-0.4022,-0.0907,-0.4216,-0.1322,-0.4022,-0.0907,-0.4216,-0.1322
32.97,-0.3957,-0.0149,-0.4234,-0.1135,-0.3957,-0.0149,-0.4234,-0.1135
33.74,-0.4532,-0.1840,-0.4249,-0.1030,-0.4532,-0.1840,-0.4249,-0.1030
34.34,-0.4485,-0.1225,-0.4325,-0.1072,-0.4485,-0.1225,-0.4325,-0.1072
