elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
18.09,0.0000,0.0000,0.0000,0.0000
22.23,-0.0016,-0.0000,-0.0016,-0.0000
23.29,-0.0165,-0.0003,-0.0165,-0.0003
24.40,-0.0315,-0.0005,-0.0315,-0.0005
25.50,-0.0514,-0.0022,-0.0514,-0.0022
26.59,-0.0660,-0.0055,-0.0660,-0.0055
27.69,-0.0821,-0.0120,-0.0821,-0.0120
28.83,-0.0951,-0.0202,-0.0951,-0.0202
29.89,-0.1097,-0.0340,-0.1097,-0.0340
30.29,0.3150,0.1146,0.3150,0.1146
31.36,0.3014,0.0991,0.3014,0.0991
32.40,0.2902,0.0800,0.2902,0.0800
33.49,0.2850,0.0608,0.2850,0.0608
34.57,0.2845,0.0562,0.2845,0.0562
35.59,0.2837,0.0490,0.2837,0.0490
35.84,0.4397,0.3030,0.4397,0.3030
36.20,0.6720,0.6677,0.6720,0.6677
37.32,0.6800,0.6297,0.6800,0.6297
38.32,0.6845,0.6084,0.6845,0.6084
39.39,0.6801,0.6330,0.6801,0.6330
40.39,0.6822,0.6217,0.6822,0.6217
40.79,0.6967,0.5505,0.6967,0.5505
41.80,0.6992,0.5392,0.6992,0.5392
42.59,0.6892,0.5947,0.6892,0.5947
43.68,0.6908,0.5918,0.6908,0.5918
44.19,0.7028,0.5409,0.7028,0.5409
45.21,0.7071,0.5001,0.7071,0.5001
45.59,0.6828,0.5912,0.6828,0.5912
46.59,0.6830,0.5522,0.6830,0.5522
47.49,0.6703,0.6725,0.6703,0.6725
48.59,0.6678,0.6941,0.6678,0.6941
