elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.17,0.0000,0.0000,-0.0060,-0.0005,0.0000,0.0000,-0.0060,-0.0005
21.47,-0.0012,-0.0000,-0.0121,-0.0022,-0.0012,-0.0000,-0.0121,-0.0022
22.47,-0.0167,-0.0016,-0.0182,-0.0050,-0.0167,-0.0016,-0.0182,-0.0050
23.49,-0.0307,-0.0071,-0.0285,-0.0106,-0.0307,-0.0071,-0.0285,-0.0106
24.60,-0.0425,-0.0163,-0.0413,-0.0229,-0.0425,-0.0163,-0.0413,-0.0229
25.67,-0.0516,-0.0281,-0.0526,-0.0464,-0.0516,-0.0281,-0.0526,-0.0464
26.77,-0.0649,-0.0613,-0.0608,-0.0816,-0.0649,-0.0613,-0.0608,-0.0816
27.61,-0.0732,-0.1194,-0.0551,-0.1119,-0.0732,-0.1194,-0.0551,-0.1119
28.17,-0.0719,-0.1827,0.0379,-0.0699,-0.0719,-0.1827,0.0379,-0.0699
28.47,-0.0141,-0.1677,0.1352,-0.0347,-0.0141,-0.1677,0.1352,-0.0347
28.88,0.4138,0.1815,0.2404,0.0517,0.4138,0.1815,0.2404,0.0517
29.51,0.4215,0.1150,0.3185,0.1103,0.4215,0.1150,0.3185,0.1103
29.77,0.4528,0.3126,0.4294,0.2030,0.4528,0.3126,0.4294,0.2030
