elapsed_s,frontier_x_m,frontier_y_m
2.89,0.1939,-1.0416
2.89,-0.4561,-0.9916
2.89,0.4939,-0.8916
2.89,-1.3561,-0.6916
2.89,-1.6061,0.4084
2.89,0.5939,0.6584
2.89,-0.6561,0.7084
2.89,-1.1061,0.7584
4.80,0.1939,-1.0416
4.80,-0.4561,-0.9916
4.80,0.4939,-0.8916
4.80,-1.6061,0.4084
4.80,-1.1061,0.7584
7.13,0.1939,-1.0416
7.13,-0.4561,-0.9916
7.13,0.4939,-0.8916
7.13,-1.6061,0.4084
7.13,-1.1061,0.7584
8.89,0.1939,-1.0416
8.89,-0.4561,-0.9916
8.89,0.4939,-0.8916
8.89,-1.6061,0.4084
8.89,-1.1061,0.7584
10.63,0.1939,-1.0416
10.63,-0.4561,-0.9916
10.63,0.4939,-0.8916
10.63,-1.6061,0.4084
10.63,-1.1061,0.7584
11.77,0.1939,-1.0416
11.77,-0.4561,-0.9916
11.77,0.4939,-0.8916
11.77,-1.6061,0.4084
11.77,-1.1061,0.7584
12.94,0.1939,-1.0416
12.94,-0.4561,-0.9916
12.94,0.4939,-0.8916
12.94,-1.6061,0.4084
12.94,-1.1061,0.7584
14.58,0.1939,-1.0416
14.58,-0.4561,-0.9916
14.58,0.4939,-0.8916
14.58,-1.6061,0.4084
14.58,-1.1061,0.7584
16.85,0.1939,-1.0416
16.85,-0.4561,-0.9916
16.85,0.4939,-0.8916
16.85,-1.6061,0.4084
16.85,-1.1061,0.7584
18.27,-1.5362,0.1467
19.36,-1.5362,0.1467
22.26,-1.5362,-0.4596
22.26,-1.5362,0.1404
22.26,-0.8362,0.0904
23.28,-1.5362,-0.4596
23.28,-1.5362,0.1404
23.28,-0.8362,0.0904
