elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
11.32,0.0000,0.0000,-0.0329,-0.0002,0.0000,0.0000,-0.0329,-0.0002
14.93,-0.0219,-0.0003,-0.0590,0.0001,-0.0219,-0.0003,-0.0590,0.0001
15.64,-0.0769,-0.0003,-0.0872,-0.0004,-0.0769,-0.0003,-0.0872,-0.0004
16.22,-0.1374,0.0010,-0.1292,-0.0034,-0.1374,0.0010,-0.1292,-0.0034
17.02,-0.2000,-0.0022,-0.1471,-0.0071,-0.2000,-0.0022,-0.1471,-0.0071
18.12,-0.2097,-0.0154,-0.1586,-0.0123,-0.2097,-0.0154,-0.1586,-0.0123
18.22,-0.1117,-0.0188,-0.1126,-0.0106,-0.1117,-0.0188,-0.1126,-0.0106
19.35,-0.1344,-0.0263,-0.0607,-0.0112,-0.1344,-0.0263,-0.0607,-0.0112
19.54,0.0927,0.0095,-0.0089,-0.0102,0.0927,0.0095,-0.0089,-0.0102
20.67,0.0595,-0.0049,0.0601,0.0028,0.0595,-0.0049,0.0601,0.0028
21.72,0.0496,-0.0103,0.1715,0.0294,0.0496,-0.0103,0.1715,0.0294
22.06,0.2333,0.0459,0.2339,0.0454,0.2333,0.0459,0.2339,0.0454
22.24,0.4224,0.1069,0.2939,0.0539,0.4224,0.1069,0.2939,0.0539
23.27,0.4050,0.0894,0.3549,0.0700,0.4050,0.0894,0.3549,0.0700
23.62,0.3591,0.0377,0.3955,0.0780,0.3591,0.0377,0.3955,0.0780
