elapsed_s,frontier_x_m,frontier_y_m
5.75,0.2352,-0.9773
5.75,0.5352,-0.8773
5.75,-0.4148,-0.8273
5.75,-1.4148,-0.5773
5.75,0.2352,-0.6773
5.75,0.5852,-0.5273
5.75,-1.6648,-0.4273
5.75,-1.2148,-0.2773
5.75,-1.6148,0.2727
5.75,0.4852,0.5227
5.75,-0.9148,0.5727
5.75,-1.8648,0.5727
5.75,0.0352,0.6727
6.77,0.5352,-0.8773
6.77,-1.4148,-0.5773
6.77,0.2352,-0.6773
6.77,0.5852,-0.5273
6.77,-1.2148,-0.2773
6.77,-0.9148,0.5727
6.77,-1.8648,0.5727
6.77,0.0352,0.6727
8.11,0.5352,-0.8773
8.11,-1.4148,-0.5773
8.11,0.2352,-0.6773
8.11,0.5852,-0.5273
8.11,-1.2148,-0.2773
8.11,-0.9148,0.5727
8.11,-1.8648,0.5727
8.11,0.0352,0.6727
10.42,0.5352,-0.8773
10.42,-1.4148,-0.5773
10.42,0.2352,-0.6773
10.42,0.5852,-0.5273
10.42,-1.2148,-0.2773
10.42,-0.9148,0.5727
10.42,-1.8648,0.5727
10.42,0.0352,0.6727
12.59,0.5352,-0.8773
12.59,-1.4148,-0.5773
12.59,0.2352,-0.6773
12.59,0.5852,-0.5273
12.59,-1.2148,-0.2773
12.59,-0.9148,0.5727
12.59,-1.8648,0.5727
12.59,0.0352,0.6727
15.06,0.5352,-0.8773
15.06,-1.4148,-0.5773
15.06,0.2352,-0.6773
15.06,0.5852,-0.5273
15.06,-1.2148,-0.2773
15.06,-0.9148,0.5727
15.06,-1.8648,0.5727
15.06,0.0352,0.6727
17.57,0.5352,-0.8773
17.57,-1.4148,-0.5773
17.57,0.2352,-0.6773
17.57,0.5852,-0.5273
17.57,-1.2148,-0.2773
17.57,-0.9148,0.5727
17.57,-1.8648,0.5727
17.57,0.0352,0.6727
19.74,0.5352,-0.8773
19.74,-1.4148,-0.5773
19.74,0.2352,-0.6773
19.74,0.5852,-0.5273
19.74,-1.2148,-0.2773
19.74,-0.9148,0.5727
19.74,-1.8648,0.5727
19.74,0.0352,0.6727
21.43,0.5352,-0.8773
21.43,-1.4148,-0.5773
21.43,0.2352,-0.6773
21.43,0.5852,-0.5273
21.43,-1.2148,-0.2773
21.43,-0.9148,0.5727
21.43,-1.8648,0.5727
21.43,0.0352,0.6727
22.94,-1.2648,-0.5905
22.94,-1.6148,-0.3905
22.94,-1.1648,0.1595
24.76,0.4266,-0.9420
24.76,-0.4234,-0.8920
24.76,-1.3234,-0.6920
24.76,0.6766,-0.5920
24.76,-1.6734,-0.3920
26.76,-0.7234,-0.7162
26.76,-0.4234,-0.8662
26.76,0.6766,-0.9662
26.76,-1.6734,-0.4162
27.85,0.6766,-0.9662
27.85,-0.4734,-0.7162
27.85,-1.6734,-0.3662
29.23,0.6766,-0.9662
29.23,-1.6734,-0.3162
30.65,0.6766,-0.9662
30.65,-0.3734,-0.6662
30.65,-1.7234,-0.1662
32.77,-0.3734,-0.6162
