status,start_datetime,completion_datetime,elapsed_s,coverage_pct,goals_reached,path_points,nav_goals,frontier_points,final_map_x_m,final_map_y_m,final_odom_x_m,final_odom_y_m,final_room_x_m,final_room_y_m
complete,2026-04-09 19:52:40,2026-04-09 19:53:15,35.0,89.80,0,18,1,63,-0.7098,-0.5221,0.1148,0.5112,0.7098,0.5221
