elapsed_s,x_rel_m,y_rel_m
19.20,0.0000,0.0000
22.05,-0.0030,-0.0001
23.10,-0.0182,-0.0011
24.11,-0.0329,-0.0039
25.12,-0.0470,-0.0089
26.15,-0.0601,-0.0162
27.20,-0.0717,-0.0257
28.30,-0.0817,-0.0369
29.40,-0.1029,-0.0753
29.70,-0.0388,-0.0685
30.03,0.4648,0.1669
30.70,0.4482,0.1016
31.41,0.4351,0.0334
31.70,0.5868,0.2676
32.70,0.6376,0.3637
33.20,0.6693,0.4538
34.32,0.6700,0.4455
34.40,0.6920,0.5553
