elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
17.26,0.0325,-0.0946,0.1513,-0.4409
17.98,-1.1589,0.1667,-2.1487,0.3091
19.35,-1.4418,-0.6696,-2.3487,-1.0909
26.12,-0.5616,0.7121,-1.3987,1.2591
27.45,-0.3367,-0.9962,-0.7487,-1.9073
30.03,0.6552,0.5044,1.6513,0.5927
35.28,0.7999,-0.3914,1.2013,-1.3073
42.28,0.1030,1.1977,-0.4487,1.2927
42.89,-0.6826,1.5418,-1.5987,1.9427
43.64,1.5011,0.3691,2.3513,-0.1573
48.21,0.3898,2.1103,0.7513,3.0427
71.60,-1.6385,0.8513,-2.6385,0.8427
76.00,0.9281,1.4241,1.8115,1.8927
