elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.12,0.0000,0.0000,-0.0056,-0.0005,0.0000,0.0000,-0.0056,-0.0005
21.82,-0.0008,-0.0000,-0.0118,-0.0017,-0.0008,-0.0000,-0.0118,-0.0017
22.82,-0.0159,-0.0013,-0.0181,-0.0038,-0.0159,-0.0013,-0.0181,-0.0038
23.83,-0.0304,-0.0054,-0.0291,-0.0082,-0.0304,-0.0054,-0.0291,-0.0082
24.93,-0.0435,-0.0124,-0.0419,-0.0150,-0.0435,-0.0124,-0.0419,-0.0150
26.03,-0.0551,-0.0220,-0.0534,-0.0250,-0.0551,-0.0220,-0.0534,-0.0250
27.03,-0.0645,-0.0336,-0.0632,-0.0383,-0.0645,-0.0336,-0.0632,-0.0383
28.12,-0.0737,-0.0514,-0.0335,-0.0348,-0.0737,-0.0514,-0.0335,-0.0348
29.22,-0.0790,-0.0719,0.0788,0.0288,-0.0790,-0.0719,0.0788,0.0288
29.82,0.1048,0.0051,0.1147,0.0444,0.1048,0.0051,0.1147,0.0444
30.13,0.5065,0.2956,0.1774,0.0763,0.5065,0.2956,0.1774,0.0763
