elapsed_s,x_rel_m,y_rel_m
11.44,0.0000,0.0000
28.44,-0.0245,-0.0004
29.03,-0.0852,-0.0002
29.64,-0.1443,-0.0092
30.64,-0.2008,-0.0316
31.44,-0.0215,-0.0194
32.34,0.1951,0.0331
33.36,0.1568,0.0202
34.09,0.1097,-0.0088
35.03,0.0769,-0.0520
35.33,0.1515,-0.0382
35.63,0.3102,0.0126
