elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
12.69,0.2968,-0.4073,0.5029,-0.6902
13.40,-1.1231,-0.4580,-1.4471,-0.5902
30.83,-1.7159,0.6509,-2.0501,0.7549
