elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
11.44,0.0000,0.0000,-0.0366,-0.0002,0.0000,0.0000,-0.0366,-0.0002
28.44,-0.0245,-0.0004,-0.0635,-0.0025,-0.0245,-0.0004,-0.0635,-0.0025
29.03,-0.0852,-0.0002,-0.0910,-0.0083,-0.0852,-0.0002,-0.0910,-0.0083
29.64,-0.1443,-0.0092,-0.0953,-0.0122,-0.1443,-0.0092,-0.0953,-0.0122
30.64,-0.2008,-0.0316,-0.0513,-0.0055,-0.2008,-0.0316,-0.0513,-0.0055
31.44,-0.0215,-0.0194,-0.0029,-0.0014,-0.0215,-0.0194,-0.0029,-0.0014
32.34,0.1951,0.0331,0.0478,-0.0013,0.1951,0.0331,0.0478,-0.0013
33.36,0.1568,0.0202,0.1034,-0.0054,0.1568,0.0202,0.1034,-0.0054
34.09,0.1097,-0.0088,0.1380,-0.0091,0.1097,-0.0088,0.1380,-0.0091
35.03,0.0769,-0.0520,0.1610,-0.0133,0.0769,-0.0520,0.1610,-0.0133
35.33,0.1515,-0.0382,0.1621,-0.0216,0.1515,-0.0382,0.1621,-0.0216
35.63,0.3102,0.0126,0.1795,-0.0259,0.3102,0.0126,0.1795,-0.0259
