elapsed_s,x_m,y_m
14.80,0.0000,0.0000
103.56,-0.0491,0.2165
105.17,-0.1855,0.4311
106.76,0.0311,0.3753
106.86,-0.0214,-0.0755
107.65,-0.0576,-0.3139
108.06,-0.1936,-0.5369
111.77,-0.0736,-0.3426
111.96,0.1559,-0.0460
112.16,0.3337,0.1261
112.97,0.4838,-0.0367
114.98,0.3977,-0.2959
115.30,0.1870,-0.3354
116.26,-0.1739,-0.3672
117.66,-0.3700,-0.4075
176.76,0.0036,-0.2956
178.07,0.1944,-0.1865
199.16,0.1698,0.0779
199.46,0.1811,0.3168
199.76,0.3051,0.0747
200.34,0.4908,-0.0082
204.57,0.2764,-0.4636
205.06,0.3435,-0.6979
205.77,0.3595,-0.4635
