elapsed_s,x_m,y_m
7.04,0.0000,0.0000
29.23,-0.2076,0.0062
32.04,-0.0014,0.0035
33.13,0.2109,0.0409
35.03,0.3888,0.1763
35.93,0.3044,-0.0917
37.53,0.4393,-0.2453
38.59,0.4775,-0.4511
39.94,0.3122,-0.3078
40.23,0.1070,-0.1365
44.14,0.1572,0.0685
45.33,0.1671,0.2835
45.93,0.4667,0.4669
46.03,0.7471,0.5685
48.63,0.6259,0.3880
50.23,0.5712,0.1269
50.53,0.5074,-0.1567
54.23,0.5896,-0.3406
55.43,0.7531,-0.4800
56.23,0.6056,-0.3411
56.33,0.4306,-0.2044
58.33,0.5861,-0.0491
58.56,0.7073,0.1545
58.93,0.7666,0.3845
60.53,0.6021,0.2448
62.83,0.5442,0.4416
66.43,0.1157,0.2939
73.03,-0.0950,0.2553
74.23,-0.2960,0.1770
75.53,-0.4263,0.0104
77.23,-0.1723,0.0310
79.23,0.0410,0.0470
80.33,0.2536,0.0041
81.03,0.5205,-0.0992
81.23,0.7202,-0.2005
83.03,0.9225,-0.1047
83.23,1.0484,0.0842
86.03,0.8365,0.0560
89.33,0.9076,0.2595
89.83,0.8304,0.4649
92.93,0.6352,0.5125
94.15,0.4201,0.4973
