elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
10.53,0.1216,-0.0844,0.3680,-0.2555
13.71,-0.6445,0.4112,-0.8820,0.5945
14.45,-1.8645,-0.8697,-2.1320,-1.0055
16.70,-1.2935,-0.2934,-1.5869,-0.3556
17.62,-1.9458,0.5221,-2.2369,0.5944
21.46,-0.0907,-0.5592,-0.1369,-0.8556
25.88,-1.3653,0.2345,-1.6617,0.2810
33.55,-2.0747,0.6472,-2.3628,0.7310
37.05,-1.3688,-0.3092,-1.6628,-0.3690
40.28,0.2471,-0.5329,0.3372,-0.8190
45.53,-1.3665,0.2340,-1.6628,0.2810
48.82,-2.0746,0.6474,-2.3628,0.7310
53.61,-1.3679,-0.2635,-1.6628,-0.3190
57.62,0.2442,-0.5338,0.3372,-0.8190
67.72,-1.3664,0.2346,-1.6628,0.2810
75.50,-2.0747,0.6472,-2.3628,0.7310
78.41,-1.3673,-0.2669,-1.6628,-0.3190
79.73,0.2914,-0.5226,0.3372,-0.8190
87.76,-1.3652,0.2424,-1.6628,0.2810
96.20,-1.3820,-0.2268,-1.6675,-0.3190
100.61,-2.0771,0.6555,-2.3675,0.7310
108.55,-1.3707,0.2370,-1.6675,0.2810
119.64,-1.3790,-0.2368,-1.6675,-0.3190
123.44,-2.0789,0.6489,-2.3675,0.7310
131.41,-1.3869,0.2331,-1.6831,0.2810
140.13,-1.3857,-0.2792,-1.6831,-0.3190
143.46,-2.0432,0.6036,-2.3331,0.6810
151.75,-1.3863,0.2368,-1.6831,0.2810
160.02,-1.3337,-0.2487,-1.6331,-0.2690
163.89,-2.0427,0.6055,-2.3331,0.6810
177.73,-1.3419,-0.2242,-1.6362,-0.2824
189.75,-2.0484,0.6327,-2.3362,0.7176
