elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.68,0.0000,0.0000,-0.0453,0.0030,0.0000,0.0000,-0.0453,0.0030
26.70,-0.0362,0.0024,-0.0721,0.0043,-0.0362,0.0024,-0.0721,0.0043
27.39,-0.0996,0.0065,-0.0995,0.0044,-0.0996,0.0065,-0.0995,0.0044
28.08,-0.1524,0.0084,-0.1514,0.0029,-0.1524,0.0084,-0.1514,0.0029
28.68,-0.2095,0.0046,-0.1674,0.0007,-0.2095,0.0046,-0.1674,0.0007
29.78,-0.2594,-0.0075,-0.1336,-0.0017,-0.2594,-0.0075,-0.1336,-0.0017
30.38,-0.1162,-0.0085,-0.0922,-0.0095,-0.1162,-0.0085,-0.0922,-0.0095
30.68,0.0694,-0.0056,-0.0413,-0.0226,0.0694,-0.0056,-0.0413,-0.0226
31.80,0.0549,-0.0305,0.0893,0.0166,0.0549,-0.0305,0.0893,0.0166
32.88,0.0446,-0.0610,0.1406,0.0229,0.0446,-0.0610,0.1406,0.0229
33.38,0.3937,0.1888,0.1644,0.0324,0.3937,0.1888,0.1644,0.0324
