metric,value
rows,13
duration_s,10.600000
total_distance_m,1.098482
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.452800
end_y_m,0.312600
max_segment_speed_mps,1.347081
mean_segment_speed_mps,0.224630
speed_spike_threshold_mps,0.800000
speed_spike_count,1
end_stable_x_m,-0.014100
end_stable_y_m,-0.167700
end_jump_flag,1
end_jump_distance_m,0.552303
end_jump_dt_s,0.410000
