elapsed_s,frontier_x_m,frontier_y_m
9.20,-1.8939,-0.8707
9.20,-1.6439,-0.1207
9.20,-0.9939,0.6293
9.20,-0.5939,0.7293
9.20,-0.7439,0.8793
11.80,-0.9939,0.6293
11.80,-0.7439,0.8793
14.74,-0.9939,0.6293
14.74,-0.7439,0.8793
16.37,-0.9939,0.6293
16.37,-0.7439,0.8793
18.38,-0.9939,0.6293
18.38,-0.7439,0.8793
19.80,-0.9939,0.6293
19.80,-0.7439,0.8793
21.33,-0.9939,0.6293
21.33,-0.7439,0.8793
23.11,-0.9939,0.6293
23.11,-0.7439,0.8793
24.77,-0.9939,0.6293
24.77,-0.7439,0.8793
27.00,-0.9939,0.6293
27.00,-0.7439,0.8793
29.00,-2.0632,-0.8707
